program_code,year,ayt_bio,ayt_cog1,ayt_cog2,ayt_dk,ayt_fel,ayt_fiz,ayt_kim,ayt_mat,ayt_tar1,ayt_tar2,ayt_tr,tyt_fen,tyt_mat,tyt_sos,tyt_tr,ydt_dil
103390230,2024,,2.9,5.5,3.5,4.8,,,,4.2,4.8,5.8,0.3,3.7,10.2,23.7,
103390149,2024,,,,,,,,,,,,0.7,5.1,9.7,23.4,
101370272,2024,,,,,,,,,,,,0.3,4.5,9.9,21.5,
206552026,2024,,,,,,,,,,,,2.1,4.2,13.0,27.6,
107390189,2024,,,,,,,,,,,,1.4,5.7,8.4,21.7,
207650838,2024,,,,,,,,,,,,-0.1,1.6,5.0,12.6,
107690154,2024,,,,,,,,,,,,1.7,4.5,9.8,24.9,
104790054,2024,,,,,,,,,,,,1.1,3.4,9.2,21.0,
101150977,2024,,,,,,,,,,,,1.5,6.0,10.9,25.0,
101051376,2024,,,,,,,,,,,,0.8,4.5,10.5,23.6,
110290120,2024,,,,,,,,,,,,2.1,8.0,11.3,25.2,
101490698,2024,,,,,,,,,,,,0.7,3.1,9.3,21.1,
100990026,2024,,,,,,,,,,,,1.8,5.7,9.3,22.2,
104590132,2024,,,,,,,,,,,,1.3,4.3,9.0,22.3,
103290214,2024,,,,,,,,,,,,1.8,3.4,9.6,22.1,
108690161,2024,,,,,,,,,,,,1.4,5.5,9.3,24.1,
105650969,2024,,,,,,,,,,,,0.8,4.4,10.4,23.8,
207650829,2024,,,,,,,,,,,,3.8,8.8,9.1,24.1,
109190059,2024,,,,,,,,,,,,0.9,4.3,9.9,22.3,
112190144,2024,,,,,,,,,,,,1.6,4.2,10.6,23.3,
107890030,2024,,,,,,,,,,,,1.2,2.5,8.9,21.9,
112190242,2024,,,,,,,,,,,,,,,,
108890242,2024,,,,,,,,,,,,0.6,3.2,9.3,22.1,
101190341,2024,,,,,,,,,,,,1.5,8.5,10.5,25.5,
103650657,2024,,,,,,,,,,,,1.0,3.8,10.5,24.1,
206552044,2024,,,,,,,,,,,,0.3,1.0,5.5,12.8,
108690161,2023,,,,,,,,,,,,1.6,7.1,8.9,24.5,
105650969,2023,,,,,,,,,,,,1.7,9.4,10.0,23.9,
110290120,2023,,,,,,,,,,,,1.3,8.6,11.2,26.0,
104590132,2023,,,,,,,,,,,,1.0,5.5,8.9,21.5,
207650829,2023,,,,,,,,,,,,2.2,8.4,8.8,26.9,
103290214,2023,,,,,,,,,,,,1.9,5.9,7.4,20.7,
101490698,2023,,,,,,,,,,,,0.7,5.6,9.8,21.2,
112190144,2023,,,,,,,,,,,,0.7,6.7,9.1,22.7,
100990026,2023,,,,,,,,,,,,0.9,5.6,8.7,22.6,
109190059,2023,,,,,,,,,,,,1.4,5.3,8.6,21.6,
101150977,2023,,,,,,,,,,,,2.1,8.4,8.3,23.1,
107690154,2023,,,,,,,,,,,,2.3,8.5,9.9,21.9,
107390189,2023,,,,,,,,,,,,1.0,3.8,8.9,20.3,
101370272,2023,,,,,,,,,,,,0.9,4.1,9.4,22.5,
103650657,2023,,,,,,,,,,,,0.7,5.3,10.1,23.5,
104790054,2023,,,,,,,,,,,,1.1,5.1,8.5,20.2,
107890030,2023,,,,,,,,,,,,1.0,3.3,9.3,21.0,
103390149,2023,,,,,,,,,,,,1.7,6.3,8.8,20.6,
101190341,2023,,,,,,,,,,,,2.3,13.3,9.9,24.5,
101051376,2023,,,,,,,,,,,,1.3,8.3,10.9,23.1,
207650838,2023,,,,,,,,,,,,0.6,1.4,4.5,11.6,
206552026,2023,,,,,,,,,,,,1.8,10.4,13.5,27.4,
206552044,2023,,,,,,,,,,,,0.5,2.0,5.2,13.4,
108890242,2023,,,,,,,,,,,,1.3,5.2,10.1,21.8,
207650838,2022,,,,,,,,,,,,0.4,1.1,7.2,14.7,
101051376,2022,,,,,,,,,,,,1.3,5.7,9.7,21.7,
101190341,2022,,,,,,,,,,,,1.1,8.2,8.7,21.5,
103390149,2022,,,,,,,,,,,,1.5,5.5,8.5,19.8,
107890030,2022,,,,,,,,,,,,1.3,3.3,9.2,17.9,
104790054,2022,,,,,,,,,,,,1.9,3.1,7.8,18.2,
107690154,2022,,,,,,,,,,,,2.0,7.6,9.5,19.5,
101490698,2022,,,,,,,,,,,,1.0,3.3,8.2,18.1,
103290214,2022,,,,,,,,,,,,1.8,4.1,7.9,18.7,
108890242,2022,,,,,,,,,,,,1.1,4.2,8.4,18.4,
109190059,2022,,,,,,,,,,,,2.4,5.0,7.6,19.7,
206552044,2022,,,,,,,,,,,,0.6,0.6,5.6,11.0,
108690161,2022,,,,,,,,,,,,2.2,4.4,9.7,22.2,
101370272,2022,,,,,,,,,,,,2.5,4.8,8.6,18.1,
112190144,2022,,,,,,,,,,,,1.7,4.1,9.6,23.5,
110290120,2022,,,,,,,,,,,,3.0,6.9,10.4,22.3,
101150977,2022,,,,,,,,,,,,2.3,6.5,9.2,21.3,
107351046,2022,,,,,,,,,,,,2.0,5.0,7.8,18.7,
206552026,2022,,,,,,,,,,,,1.1,3.8,11.5,25.5,
104590132,2022,,,,,,,,,,,,1.5,3.6,9.1,19.7,
207650829,2022,,,,,,,,,,,,0.9,6.1,10.3,26.0,
105650969,2022,,,,,,,,,,,,1.6,6.1,8.9,21.0,
103650657,2022,,,,,,,,,,,,1.9,6.5,8.1,19.9,
100990026,2022,,,,,,,,,,,,1.3,3.3,8.7,21.3,
101150977,2021,,,,,,,,,,,,2.7,4.5,9.2,20.1,
108890242,2021,,,,,,,,,,,,1.3,2.6,8.2,19.0,
107690154,2021,,,,,,,,,,,,2.6,4.1,8.3,20.6,
200350941,2021,,,,,,,,,,,,3.9,2.8,7.0,18.5,
101370272,2021,,,,,,,,,,,,3.4,3.6,7.4,17.9,
103650657,2021,,,,,,,,,,,,2.0,2.7,8.0,20.2,
104790054,2021,,,,,,,,,,,,2.0,3.0,7.0,18.3,
107890030,2021,,,,,,,,,,,,1.7,3.1,8.1,17.9,
105650969,2021,,,,,,,,,,,,2.0,3.4,9.0,20.5,
200350923,2021,,,,,,,,,,,,1.1,1.8,13.6,22.3,
103390149,2021,,,,,,,,,,,,2.6,3.3,8.4,20.1,
108690161,2021,,,,,,,,,,,,2.5,3.1,9.4,19.5,
104590132,2021,,,,,,,,,,,,2.0,2.3,9.3,21.4,
101190341,2021,,,,,,,,,,,,1.5,4.6,9.8,22.0,
101451981,2021,,,,,,,,,,,,1.2,2.4,8.7,17.7,
103290214,2021,,,,,,,,,,,,2.6,2.8,7.0,20.4,
207650829,2021,,,,,,,,,,,,3.3,4.1,9.6,18.4,
101051376,2021,,,,,,,,,,,,1.7,3.7,10.0,20.8,
109190059,2021,,,,,,,,,,,,3.0,4.4,7.6,17.6,
110290120,2021,,,,,,,,,,,,2.0,5.1,10.3,21.5,
207650838,2021,,,,,,,,,,,,1.0,1.2,5.4,14.3,
206552026,2021,,,,,,,,,,,,2.5,7.4,12.2,22.9,
206552044,2021,,,,,,,,,,,,1.0,1.3,4.6,13.7,
100990026,2021,,,,,,,,,,,,3.7,4.0,6.7,18.3,
107351046,2021,,,,,,,,,,,,2.9,3.6,8.1,18.0,
200350923,2020,,,,,,,,,,,,6.1,10.5,10.4,16.6,
101051376,2020,,,,,,,,,,,,1.7,4.2,9.9,18.6,
101150977,2020,,,,,,,,,,,,5.8,7.9,8.1,20.3,
107351046,2020,,,,,,,,,,,,4.7,6.7,7.6,18.2,
200390132,2020,,,,,,,,,,,,,,,,
103650657,2020,,,,,,,,,,,,2.9,4.8,9.7,19.6,
207650838,2020,,,,,,,,,,,,1.0,1.1,8.0,14.4,
202552153,2020,,,,,,,,,,,,1.4,4.6,10.7,15.5,
205090085,2020,,,,,,,,,,,,0.8,2.4,5.6,13.0,
202590269,2020,,,,,,,,,,,,0.8,0.6,6.5,11.0,
207650829,2020,,,,,,,,,,,,0.8,6.2,12.3,23.3,
200350941,2020,,,,,,,,,,,,1.6,4.0,9.3,19.4,
101370272,2020,,,,,,,,,,,,3.4,5.2,8.9,18.4,
206552026,2020,,,,,,,,,,,,2.8,11.1,7.1,22.4,
205090084,2020,,,,,,,,,,,,4.0,4.2,9.0,20.5,
108890242,2020,,,,,,,,,,,,1.3,2.6,8.0,14.2,
206552044,2020,,,,,,,,,,,,0.9,0.9,7.0,12.1,
104790054,2020,,,,,,,,,,,,4.2,5.7,7.9,16.3,
106090061,2020,,,,,,,,,,,,4.4,6.9,9.3,19.7,
105650969,2020,,,,,,,,,,,,2.0,5.0,9.6,18.1,
110290120,2020,,,,,,,,,,,,3.2,8.0,11.2,19.9,
200390133,2020,,,,,,,,,,,,,,,,
107890030,2020,,,,,,,,,,,,3.7,5.1,9.1,17.9,
104590132,2020,,,,,,,,,,,,2.8,3.5,9.9,20.2,
103290214,2020,,,,,,,,,,,,3.0,5.7,9.4,18.9,
107690154,2020,,,,,,,,,,,,3.8,6.9,10.7,20.2,
103390149,2020,,,,,,,,,,,,2.8,6.6,9.5,20.2,
108690161,2020,,,,,,,,,,,,6.6,7.6,8.5,17.6,
101190341,2020,,,,,,,,,,,,2.2,3.6,9.5,19.5,
101451981,2020,,,,,,,,,,,,1.4,2.7,8.9,15.5,
100990026,2020,,,,,,,,,,,,3.1,6.9,9.7,19.3,
200390105,2019,,,,,,,,,,,,2.0,3.6,5.2,12.9,
106090061,2019,,,,,,,,,,,,3.1,6.4,10.2,21.3,
108690161,2019,,,,,,,,,,,,2.4,7.4,9.3,20.7,
107890030,2019,,,,,,,,,,,,2.8,5.6,8.1,18.8,
101190341,2019,,,,,,,,,,,,1.6,5.4,8.0,17.1,
101150977,2019,,,,,,,,,,,,2.7,8.7,8.9,21.9,
200390106,2019,,,,,,,,,,,,0.8,3.8,5.7,11.4,
101451981,2019,,,,,,,,,,,,1.1,3.3,7.3,14.3,
103650657,2019,,,,,,,,,,,,1.7,6.4,10.9,19.2,
206552035,2019,,,,,,,,,,,,2.1,4.5,6.5,16.8,
100990026,2019,,,,,,,,,,,,4.1,5.2,10.0,22.5,
200350923,2019,,,,,,,,,,,,1.0,9.5,12.5,20.0,
110290120,2019,,,,,,,,,,,,3.0,7.7,9.1,18.9,
202552162,2019,,,,,,,,,,,,1.0,2.4,5.7,12.2,
101051376,2019,,,,,,,,,,,,1.3,4.5,8.4,16.3,
206552026,2019,,,,,,,,,,,,1.0,8.8,12.1,25.6,
103390149,2019,,,,,,,,,,,,3.1,7.0,10.1,17.8,
207650874,2019,,,,,,,,,,,,1.5,3.7,6.7,16.9,
200350941,2019,,,,,,,,,,,,,,,,
107351046,2019,,,,,,,,,,,,2.6,5.4,9.0,20.6,
207650829,2019,,,,,,,,,,,,8.3,12.8,9.8,33.8,
207650838,2019,,,,,,,,,,,,0.0,1.0,9.8,11.1,
105650969,2019,,,,,,,,,,,,1.8,5.5,7.9,16.3,
202552153,2019,,,,,,,,,,,,3.2,6.1,11.4,25.8,
206552044,2019,,,,,,,,,,,,2.0,2.7,5.7,12.6,
107690154,2019,,,,,,,,,,,,2.9,6.6,9.5,18.3,
108990307,2024,3.4,,,,,1.6,1.4,5.2,,,,4.1,10.8,7.5,21.1,
107310473,2024,2.1,,,,,2.0,0.6,4.4,,,,1.8,9.8,8.6,19.0,
103730146,2024,2.3,,,,,1.3,0.3,5.6,,,,2.7,11.2,8.9,22.0,
102710387,2024,3.9,,,,,2.1,1.6,6.4,,,,4.7,12.6,8.8,23.3,
300290443,2024,,,,,,,,,,,,,,,,
101490475,2024,1.8,,,,,1.0,0.6,4.0,,,,2.4,7.2,7.2,20.1,
107310446,2024,3.1,,,,,1.9,0.6,6.4,,,,2.7,10.1,8.1,21.5,
101370270,2024,3.2,,,,,1.0,0.7,3.1,,,,2.2,7.0,8.0,21.1,
102790287,2024,1.8,,,,,1.8,-0.5,9.0,,,,2.8,7.5,10.2,28.8,
101290082,2024,2.0,,,,,1.1,0.8,3.5,,,,2.3,5.8,6.2,17.3,
109490337,2024,2.8,,,,,1.0,1.1,4.1,,,,3.2,6.8,8.4,20.8,
109590048,2024,2.7,,,,,0.8,0.6,5.2,,,,2.3,8.0,6.1,16.6,
107990171,2024,3.6,,,,,1.4,0.7,4.9,,,,3.3,9.4,9.9,22.8,
108911647,2024,3.0,,,,,1.7,0.7,3.8,,,,3.7,8.1,8.3,22.6,
104710336,2024,2.5,,,,,0.9,0.6,3.7,,,,2.5,5.1,7.2,18.7,
300290442,2024,0.5,,,,,0.2,0.5,-6.2,,,,2.5,-1.2,0.0,3.8,
300211622,2024,0.6,,,,,0.4,0.0,2.9,,,,2.4,6.0,6.0,16.8,
101890037,2024,2.0,,,,,1.3,0.5,3.6,,,,2.0,6.2,8.2,19.6,
100890057,2024,2.7,,,,,1.4,1.4,5.4,,,,3.7,10.1,8.3,20.7,
112190221,2024,2.6,,,,,1.7,0.7,3.7,,,,2.2,8.6,9.0,21.7,
104390077,2024,3.2,,,,,1.6,0.8,4.1,,,,2.9,9.4,9.8,23.0,
111570357,2024,3.6,,,,,1.9,1.0,5.3,,,,3.5,9.9,8.7,21.8,
111091394,2024,3.0,,,,,3.6,1.3,7.7,,,,5.7,13.3,8.8,22.0,
107710442,2024,2.9,,,,,1.9,1.1,5.3,,,,2.8,10.9,8.5,22.7,
104790017,2024,1.8,,,,,1.6,0.9,2.9,,,,2.5,7.8,8.0,20.5,
101890037,2023,1.6,,,,,1.2,0.8,6.5,,,,2.2,8.7,8.6,18.8,
107710442,2023,1.7,,,,,3.8,1.3,10.9,,,,5.0,16.6,9.2,22.3,
111091394,2023,2.7,,,,,4.3,2.3,12.8,,,,6.0,16.8,8.6,20.9,
100890057,2023,2.0,,,,,2.2,1.2,9.1,,,,3.6,11.6,8.1,21.2,
103730146,2023,1.5,,,,,2.1,0.9,9.1,,,,3.9,11.7,8.7,20.0,
104710336,2023,1.3,,,,,1.2,0.7,5.6,,,,1.9,6.5,8.0,21.6,
112190221,2023,1.8,,,,,3.3,1.3,7.7,,,,4.8,9.0,8.7,19.7,
109490337,2023,2.3,,,,,1.7,1.6,7.0,,,,3.6,10.5,7.8,20.7,
104790017,2023,1.3,,,,,1.9,1.3,7.7,,,,3.1,9.6,7.1,20.6,
104390077,2023,1.5,,,,,2.3,1.0,8.3,,,,3.6,12.2,8.5,19.6,
107330202,2023,1.8,,,,,1.9,1.1,5.8,,,,2.5,8.2,7.3,18.7,
101370270,2023,2.1,,,,,1.7,0.7,7.5,,,,2.6,9.9,7.9,20.1,
107310473,2023,2.1,,,,,2.5,0.9,7.8,,,,2.6,11.3,7.3,19.6,
108911647,2023,1.7,,,,,2.9,1.2,8.8,,,,3.5,12.3,7.9,20.2,
300290443,2023,0.3,,,,,-0.5,-0.1,4.1,,,,-0.6,-0.3,1.6,4.6,
102790287,2023,,,,,,,,,,,,,,,,
101290082,2023,1.6,,,,,1.4,0.8,5.7,,,,2.9,6.7,7.3,18.8,
109590048,2023,2.5,,,,,1.4,1.2,8.2,,,,3.3,9.6,7.9,18.8,
107310446,2023,1.6,,,,,2.6,1.0,9.1,,,,3.8,11.9,7.7,20.2,
111570357,2023,2.4,,,,,2.1,1.4,10.3,,,,3.6,12.1,9.0,22.3,
108990307,2023,2.4,,,,,2.4,1.5,10.2,,,,5.3,13.8,7.3,19.6,
300290442,2023,-0.8,,,,,0.3,0.3,1.0,,,,0.0,2.3,3.5,4.8,
101490475,2023,1.8,,,,,1.5,0.9,8.0,,,,2.4,10.1,7.3,19.6,
300211622,2023,0.2,,,,,2.6,0.2,4.0,,,,-0.7,8.1,5.5,15.9,
102710387,2023,3.6,,,,,4.1,1.8,11.5,,,,5.7,14.8,8.2,22.2,
107990171,2023,2.6,,,,,2.8,1.3,9.0,,,,3.9,12.3,8.2,21.4,
107310473,2022,2.2,,,,,1.1,1.9,8.0,,,,4.8,12.1,6.9,17.5,
107710442,2022,3.3,,,,,1.6,3.1,10.1,,,,6.1,12.9,8.8,20.8,
107310446,2022,2.8,,,,,1.9,2.0,7.1,,,,4.6,10.1,7.9,20.2,
102790287,2022,0.3,,,,,1.8,2.0,4.3,,,,4.3,5.5,5.8,20.8,
101370270,2022,2.6,,,,,0.9,1.7,6.8,,,,4.7,10.1,7.1,19.8,
300290443,2022,,,,,,,,,,,,,,,,
101290082,2022,2.1,,,,,0.7,1.1,6.1,,,,2.8,8.2,6.9,17.2,
107910379,2022,2.9,,,,,2.0,2.1,6.7,,,,5.5,10.7,7.5,20.1,
108911647,2022,2.5,,,,,1.4,2.3,8.2,,,,5.3,11.2,7.9,19.1,
109490337,2022,2.5,,,,,1.7,2.2,6.9,,,,5.8,9.4,7.5,20.2,
104710336,2022,2.6,,,,,1.4,1.4,5.4,,,,3.8,8.4,7.7,17.6,
109590048,2022,2.8,,,,,1.1,2.2,6.2,,,,4.1,8.8,6.8,18.7,
107330202,2022,1.7,,,,,1.3,0.8,5.4,,,,3.0,8.6,6.9,18.8,
102710387,2022,3.8,,,,,2.2,3.5,11.6,,,,6.4,13.1,9.1,21.0,
101490475,2022,1.8,,,,,1.6,1.7,6.5,,,,4.4,8.6,8.2,20.5,
104790017,2022,2.4,,,,,1.4,1.8,5.8,,,,4.0,8.7,7.1,18.3,
111091394,2022,3.9,,,,,1.6,3.3,13.0,,,,6.1,14.2,7.7,21.2,
108990307,2022,2.4,,,,,1.6,2.2,11.5,,,,6.0,12.7,7.4,18.9,
104390077,2022,2.5,,,,,1.5,2.4,9.8,,,,5.2,11.4,8.1,18.6,
100890057,2022,2.4,,,,,2.0,2.5,9.2,,,,4.6,12.1,7.0,18.1,
101890037,2022,1.8,,,,,0.6,1.1,6.1,,,,3.5,8.5,7.7,17.7,
300211622,2022,2.2,,,,,1.8,-0.6,0.2,,,,2.5,2.5,3.3,6.5,
300290442,2022,-0.8,,,,,2.8,1.0,0.0,,,,-2.0,-0.3,8.0,16.8,
108911647,2021,4.7,,,,,0.4,3.3,6.1,,,,4.5,5.8,6.3,18.7,
300211622,2021,,,,,,,,,,,,,,,,
109590048,2021,3.4,,,,,0.5,3.0,9.3,,,,5.0,8.5,4.5,16.1,
104390077,2021,4.8,,,,,0.2,4.0,5.5,,,,5.7,6.5,7.1,19.0,
111091394,2021,4.9,,,,,1.1,3.1,5.4,,,,5.5,7.8,9.6,22.9,
101370270,2021,3.3,,,,,-0.1,3.8,6.0,,,,3.8,7.2,7.0,18.6,
104790017,2021,4.1,,,,,-0.2,3.6,7.5,,,,2.5,9.1,7.5,19.8,
109490337,2021,4.3,,,,,1.0,2.3,3.9,,,,2.8,5.5,7.5,23.3,
102710387,2021,4.6,,,,,0.9,4.1,6.9,,,,6.2,7.5,7.8,19.3,
300290443,2021,,,,,,,,,,,,,,,,
107710442,2021,4.8,,,,,0.8,3.7,5.3,,,,5.7,6.6,7.3,18.2,
102790287,2021,,,,,,,,,,,,,,,,
107910379,2021,4.0,,,,,1.3,2.7,5.7,,,,4.4,6.1,6.7,19.3,
100890057,2021,4.2,,,,,1.0,3.6,4.9,,,,5.8,6.6,7.7,16.8,
107330202,2021,,,,,,,,,,,,,,,,
107310446,2021,4.0,,,,,0.4,3.2,5.8,,,,5.0,7.0,7.1,19.5,
108990307,2021,5.0,,,,,0.8,3.4,5.5,,,,5.7,6.8,7.3,19.3,
107310473,2021,3.6,,,,,0.1,2.3,6.1,,,,2.3,10.0,5.2,22.6,
300290442,2021,,,,,,,,,,,,,,,,
101890037,2021,3.0,,,,,1.8,1.8,8.8,,,,4.3,11.5,7.8,15.5,
101290082,2021,5.1,,,,,1.5,4.3,4.0,,,,7.1,7.9,12.5,23.1,
101490475,2021,4.4,,,,,0.5,3.6,4.9,,,,5.0,7.3,8.3,20.3,
104710336,2021,3.8,,,,,1.8,0.5,7.5,,,,4.8,10.3,2.8,14.0,
102710387,2020,4.2,,,,,1.6,3.7,17.2,,,,7.4,13.2,8.3,19.5,
104790017,2020,3.4,,,,,0.4,2.5,11.1,,,,6.0,8.6,8.3,18.2,
108911647,2020,3.5,,,,,1.5,2.9,12.7,,,,7.3,10.8,7.9,18.5,
111091394,2020,4.2,,,,,1.6,4.3,13.6,,,,7.8,11.8,9.2,19.8,
300211622,2020,2.6,,,,,0.0,-0.3,8.8,,,,2.8,13.8,4.1,9.5,
108990307,2020,3.5,,,,,1.5,4.6,14.0,,,,7.6,11.3,8.1,19.1,
104710336,2020,2.5,,,,,0.8,2.0,11.3,,,,5.1,9.2,7.8,16.5,
100890058,2020,3.1,,,,,0.8,2.1,11.9,,,,6.1,9.8,7.2,17.2,
101370270,2020,2.7,,,,,1.1,2.3,12.7,,,,5.4,9.4,7.7,17.1,
107310446,2020,3.7,,,,,1.3,3.6,13.5,,,,7.3,11.5,8.2,19.0,
104390077,2020,3.5,,,,,1.0,2.8,13.5,,,,5.9,10.4,7.9,17.7,
109590048,2020,2.6,,,,,1.0,2.4,11.8,,,,5.6,9.0,6.8,15.7,
101290082,2020,2.3,,,,,0.6,2.3,9.9,,,,5.7,8.0,6.7,16.0,
107910379,2020,3.0,,,,,1.2,3.3,13.4,,,,6.1,9.9,7.9,18.7,
107710442,2020,3.2,,,,,1.3,3.5,14.5,,,,6.7,12.4,8.5,17.3,
100890057,2020,3.4,,,,,1.0,3.2,13.4,,,,7.0,11.0,8.0,17.7,
101890037,2020,3.3,,,,,0.9,2.3,11.0,,,,5.9,8.5,7.8,16.5,
107330202,2020,2.4,,,,,0.9,2.0,11.5,,,,5.8,10.4,7.9,17.4,
107310473,2020,3.2,,,,,0.9,3.1,11.8,,,,5.4,10.2,7.4,18.4,
104710336,2019,2.5,,,,,1.8,1.4,6.8,,,,5.7,8.3,6.3,17.1,
100890058,2019,3.1,,,,,1.6,1.6,7.3,,,,5.1,7.5,4.9,16.6,
107330202,2019,2.5,,,,,1.9,1.4,7.6,,,,4.1,9.2,6.3,17.8,
101890037,2019,2.7,,,,,2.0,2.4,7.5,,,,4.4,7.9,6.4,16.3,
108990307,2019,4.2,,,,,2.1,2.1,9.4,,,,6.9,9.5,7.5,20.9,
107310446,2019,3.8,,,,,1.9,1.9,9.0,,,,5.7,9.8,6.4,19.7,
102710387,2019,4.1,,,,,2.1,2.5,10.6,,,,6.8,10.2,7.7,21.2,
104790017,2019,2.5,,,,,1.9,1.4,7.6,,,,4.6,9.0,7.0,18.3,
107910379,2019,2.8,,,,,2.4,1.9,9.1,,,,5.5,10.6,6.6,19.0,
107710442,2019,3.6,,,,,2.0,2.0,9.2,,,,5.6,10.6,5.9,17.6,
108911647,2019,3.4,,,,,1.5,2.0,9.6,,,,5.7,10.0,6.7,18.8,
107310473,2019,3.3,,,,,1.6,1.9,8.8,,,,6.0,8.8,5.7,17.3,
100890057,2019,3.5,,,,,1.9,1.6,8.8,,,,5.1,9.5,6.5,18.4,
104390077,2019,3.5,,,,,1.6,1.6,6.5,,,,5.1,7.1,7.0,19.6,
300211622,2019,,,,,,,,,,,,,,,,
110390237,2024,,,,,,,,,,,,6.4,15.6,13.3,27.7,
110390237,2023,,,,,,,,,,,,9.1,18.4,13.2,28.0,
110390237,2022,,,,,,,,,,,,9.1,26.6,11.9,27.3,
110390244,2024,,,,,,,,,,,,4.2,12.8,11.7,25.9,
110390244,2023,,,,,,,,,,,,7.2,16.8,12.4,25.9,
110390244,2022,,,,,,,,,,,,8.8,20.2,13.1,26.7,
200351709,2023,,,,,,,,,,,,1.5,11.6,12.1,25.1,
204190553,2023,,,,,,,,,,,,-0.5,1.5,3.9,8.1,
105290034,2023,,,,,,,,,,,,0.6,3.8,7.7,18.5,
103350775,2023,,,,,,,,,,,,0.8,6.2,10.1,24.6,
200651848,2023,,,,,,,,,,,,-0.5,3.4,7.0,12.3,
101290073,2023,,,,,,,,,,,,0.7,1.8,8.1,18.8,
202550703,2023,,,,,,,,,,,,0.5,3.5,7.5,19.8,
201650017,2023,,,,,,,,,,,,0.4,1.7,6.7,17.6,
201150067,2023,,,,,,,,,,,,3.9,15.5,9.8,27.6,
209210138,2023,,,,,,,,,,,,0.7,6.1,9.7,24.7,
101290070,2023,,,,,,,,,,,,0.6,2.2,7.9,19.2,
201790263,2023,,,,,,,,,,,,2.1,10.0,12.3,25.9,
106051352,2023,,,,,,,,,,,,0.8,6.7,9.5,21.5,
203590177,2023,,,,,,,,,,,,2.3,8.9,11.2,24.1,
110670119,2023,,,,,,,,,,,,1.0,9.3,10.9,24.6,
103550967,2023,,,,,,,,,,,,1.9,12.9,11.5,25.6,
300350331,2023,,,,,,,,,,,,2.1,5.4,9.2,17.0,
300150518,2023,,,,,,,,,,,,0.6,0.7,4.8,13.4,
102890079,2023,,,,,,,,,,,,0.6,4.9,8.8,20.6,
101690103,2023,,,,,,,,,,,,0.7,6.5,9.7,23.1,
202751595,2023,,,,,,,,,,,,2.8,14.0,10.0,25.2,
112370767,2023,,,,,,,,,,,,1.8,9.4,9.9,23.2,
106650578,2023,,,,,,,,,,,,1.0,8.6,10.8,24.8,
104251232,2023,,,,,,,,,,,,1.2,11.9,10.9,24.5,
110390142,2023,,,,,,,,,,,,0.5,4.8,9.0,21.4,
208750390,2023,,,,,,,,,,,,0.8,1.5,2.5,15.8,
208750166,2023,,,,,,,,,,,,0.4,0.6,5.4,13.6,
201650044,2023,,,,,,,,,,,,-0.1,6.7,9.5,20.5,
102350381,2023,,,,,,,,,,,,0.3,4.6,8.9,20.8,
101451503,2023,,,,,,,,,,,,1.1,9.6,12.2,25.1,
105190068,2023,,,,,,,,,,,,0.4,5.6,10.4,23.4,
203050829,2023,,,,,,,,,,,,3.9,13.6,14.4,24.3,
203051121,2023,,,,,,,,,,,,0.4,3.6,7.9,19.1,
203550384,2023,,,,,,,,,,,,0.7,18.3,13.1,26.4,
109490179,2023,,,,,,,,,,,,0.5,6.2,10.2,23.4,
101850264,2023,,,,,,,,,,,,0.4,3.7,8.8,20.3,
203150316,2023,,,,,,,,,,,,3.1,15.1,11.4,27.7,
201450037,2023,,,,,,,,,,,,0.2,2.9,7.9,19.8,
109590015,2023,,,,,,,,,,,,0.4,5.5,9.3,21.4,
102090060,2023,,,,,,,,,,,,0.5,4.4,10.5,22.3,
104390105,2023,,,,,,,,,,,,0.8,7.2,10.0,24.8,
210400822,2023,,,,,,,,,,,,0.0,12.3,9.0,21.8,
201650026,2023,,,,,,,,,,,,1.6,12.6,13.2,28.9,
201150076,2023,,,,,,,,,,,,-0.1,2.3,7.3,16.6,
100751363,2023,,,,,,,,,,,,3.0,13.8,11.9,26.7,
200651857,2023,,,,,,,,,,,,2.0,17.3,13.1,24.7,
104351443,2023,,,,,,,,,,,,0.7,3.5,8.9,21.1,
102790186,2023,,,,,,,,,,,,1.1,7.0,10.2,25.1,
100890075,2023,,,,,,,,,,,,1.3,9.7,11.2,23.1,
300250508,2023,,,,,,,,,,,,0.2,1.7,5.1,14.1,
108251017,2023,,,,,,,,,,,,1.1,10.8,11.0,26.6,
200690734,2023,,,,,,,,,,,,0.6,3.2,7.5,18.1,
204751871,2023,,,,,,,,,,,,0.6,2.6,7.9,18.3,
200290135,2023,,,,,,,,,,,,3.3,16.7,7.8,27.7,
206050874,2023,,,,,,,,,,,,0.7,6.1,8.2,21.3,
207450549,2023,,,,,,,,,,,,0.2,1.4,5.0,10.7,
300590394,2023,,,,,,,,,,,,0.0,0.4,4.5,8.3,
108950224,2023,,,,,,,,,,,,1.9,13.1,11.8,25.3,
208150161,2023,,,,,,,,,,,,0.4,14.1,11.1,27.5,
102690216,2023,,,,,,,,,,,,1.2,8.2,11.1,24.5,
108750544,2023,,,,,,,,,,,,0.9,7.8,10.4,24.2,
206410608,2023,,,,,,,,,,,,0.5,4.3,9.4,22.0,
109850725,2023,,,,,,,,,,,,1.3,8.3,11.3,23.2,
204050032,2023,,,,,,,,,,,,0.7,4.5,7.8,20.5,
