program_code,year,ayt_bio,ayt_cog1,ayt_cog2,ayt_dk,ayt_fel,ayt_fiz,ayt_kim,ayt_mat,ayt_tar1,ayt_tar2,ayt_tr,tyt_fen,tyt_mat,tyt_sos,tyt_tr,ydt_dil
103290214,2023,,,,,,,,,,,,0.3,1.8,6.2,18.2,
101490698,2023,,,,,,,,,,,,0.4,4.1,7.6,18.0,
112190144,2023,,,,,,,,,,,,0.5,5.2,6.6,19.7,
100990026,2023,,,,,,,,,,,,0.4,2.3,7.0,19.0,
109190059,2023,,,,,,,,,,,,1.7,3.1,6.5,17.8,
101150977,2023,,,,,,,,,,,,0.7,5.1,8.6,20.0,
107690154,2023,,,,,,,,,,,,0.9,6.2,7.6,19.5,
107390189,2023,,,,,,,,,,,,0.7,2.0,7.2,16.4,
101370272,2023,,,,,,,,,,,,0.5,3.5,7.6,19.8,
103650657,2023,,,,,,,,,,,,0.5,3.6,8.9,18.9,
104790054,2023,,,,,,,,,,,,0.3,1.3,5.3,18.3,
107890030,2023,,,,,,,,,,,,1.3,1.7,7.6,17.3,
103390149,2023,,,,,,,,,,,,0.9,3.4,7.6,18.9,
101190341,2023,,,,,,,,,,,,0.6,8.5,9.1,22.0,
101051376,2023,,,,,,,,,,,,0.7,5.5,8.9,20.6,
207650838,2023,,,,,,,,,,,,-0.1,2.0,3.9,10.0,
206552026,2023,,,,,,,,,,,,1.5,1.0,14.0,23.0,
206552044,2023,,,,,,,,,,,,0.1,0.7,4.7,10.9,
108890242,2023,,,,,,,,,,,,0.4,3.4,7.6,18.8,
207650838,2022,,,,,,,,,,,,0.1,2.9,5.2,10.9,
101051376,2022,,,,,,,,,,,,1.2,4.6,7.7,18.4,
101190341,2022,,,,,,,,,,,,1.5,4.5,7.9,19.5,
103390149,2022,,,,,,,,,,,,1.7,2.6,6.1,16.7,
107890030,2022,,,,,,,,,,,,1.7,2.9,6.8,13.8,
104790054,2022,,,,,,,,,,,,1.0,1.8,7.0,13.2,
107690154,2022,,,,,,,,,,,,1.8,3.9,7.1,18.0,
101490698,2022,,,,,,,,,,,,0.8,2.6,6.0,14.2,
103290214,2022,,,,,,,,,,,,1.2,2.7,6.7,16.0,
108890242,2022,,,,,,,,,,,,0.9,2.8,6.0,14.5,
109190059,2022,,,,,,,,,,,,0.9,1.4,7.1,17.9,
206552044,2022,,,,,,,,,,,,0.7,-0.4,3.5,6.2,
108690161,2022,,,,,,,,,,,,2.2,6.6,8.7,16.3,
101370272,2022,,,,,,,,,,,,2.0,3.1,6.2,13.2,
112190144,2022,,,,,,,,,,,,1.9,4.9,7.1,15.5,
110290120,2022,,,,,,,,,,,,1.3,3.8,9.9,17.7,
101150977,2022,,,,,,,,,,,,1.7,3.5,8.2,19.0,
107351046,2022,,,,,,,,,,,,1.1,3.0,5.2,15.4,
206552026,2022,,,,,,,,,,,,1.3,6.8,8.6,22.9,
104590132,2022,,,,,,,,,,,,1.4,1.4,6.4,15.6,
207650829,2022,,,,,,,,,,,,,,,,
105650969,2022,,,,,,,,,,,,1.4,3.5,8.1,18.0,
103650657,2022,,,,,,,,,,,,2.1,2.8,7.8,16.8,
100990026,2022,,,,,,,,,,,,1.1,4.6,7.2,15.9,
101150977,2021,,,,,,,,,,,,2.4,2.7,8.1,18.7,
108890242,2021,,,,,,,,,,,,1.4,2.3,5.5,15.2,
107690154,2021,,,,,,,,,,,,1.1,2.8,8.5,18.0,
200350941,2021,,,,,,,,,,,,,,,,
101370272,2021,,,,,,,,,,,,1.3,1.1,6.2,17.3,
103650657,2021,,,,,,,,,,,,2.4,1.4,7.4,16.7,
104790054,2021,,,,,,,,,,,,1.1,2.3,4.4,15.4,
107890030,2021,,,,,,,,,,,,2.5,1.3,6.2,15.6,
105650969,2021,,,,,,,,,,,,1.2,2.6,7.7,18.1,
200350923,2021,,,,,,,,,,,,3.8,1.3,8.8,22.5,
103390149,2021,,,,,,,,,,,,2.5,2.9,6.4,16.9,
108690161,2021,,,,,,,,,,,,1.7,4.3,6.8,15.4,
104590132,2021,,,,,,,,,,,,2.0,2.3,7.6,15.2,
101190341,2021,,,,,,,,,,,,1.8,3.3,7.5,16.6,
101451981,2021,,,,,,,,,,,,1.1,1.8,6.7,14.5,
103290214,2021,,,,,,,,,,,,2.1,1.3,7.1,17.3,
207650829,2021,,,,,,,,,,,,3.2,3.3,7.0,22.3,
101051376,2021,,,,,,,,,,,,1.7,2.9,8.3,17.7,
109190059,2021,,,,,,,,,,,,2.0,2.6,5.8,15.6,
110290120,2021,,,,,,,,,,,,3.0,0.3,8.8,18.8,
207650838,2021,,,,,,,,,,,,4.0,-0.8,5.0,16.3,
206552026,2021,,,,,,,,,,,,1.2,3.3,10.6,16.5,
206552044,2021,,,,,,,,,,,,0.1,-0.3,5.8,13.9,
100990026,2021,,,,,,,,,,,,1.8,1.9,7.1,17.6,
107351046,2021,,,,,,,,,,,,1.8,2.3,7.7,15.0,
200350923,2020,,,,,,,,,,,,6.4,4.1,9.6,18.4,
101051376,2020,,,,,,,,,,,,1.8,3.3,8.2,15.9,
101150977,2020,,,,,,,,,,,,3.3,5.4,8.7,17.7,
107351046,2020,,,,,,,,,,,,3.1,4.7,8.2,16.2,
200390132,2020,,,,,,,,,,,,2.3,0.8,12.0,23.8,
103650657,2020,,,,,,,,,,,,1.6,4.5,8.4,16.1,
207650838,2020,,,,,,,,,,,,2.6,1.3,5.3,15.0,
202552153,2020,,,,,,,,,,,,4.3,-0.3,9.3,25.3,
205090085,2020,,,,,,,,,,,,0.6,0.5,6.1,12.1,
202590269,2020,,,,,,,,,,,,1.0,1.1,5.3,10.3,
207650829,2020,,,,,,,,,,,,2.3,4.5,5.6,21.1,
200350941,2020,,,,,,,,,,,,1.3,0.8,7.8,18.6,
101370272,2020,,,,,,,,,,,,3.2,4.8,7.7,15.4,
206552026,2020,,,,,,,,,,,,1.0,10.5,7.9,18.1,
205090084,2020,,,,,,,,,,,,3.0,2.6,9.4,19.0,
108890242,2020,,,,,,,,,,,,1.5,2.7,6.7,12.4,
206552044,2020,,,,,,,,,,,,0.4,-0.6,8.3,12.0,
104790054,2020,,,,,,,,,,,,1.0,2.6,7.2,15.0,
106090061,2020,,,,,,,,,,,,3.1,3.9,8.3,17.5,
105650969,2020,,,,,,,,,,,,1.8,4.9,7.2,14.9,
110290120,2020,,,,,,,,,,,,3.9,2.2,11.6,16.8,
200390133,2020,,,,,,,,,,,,,,,,
107890030,2020,,,,,,,,,,,,3.0,3.2,7.9,14.9,
104590132,2020,,,,,,,,,,,,2.4,3.0,7.7,15.4,
103290214,2020,,,,,,,,,,,,2.7,2.6,8.0,15.7,
107690154,2020,,,,,,,,,,,,3.6,4.8,9.2,17.9,
103390149,2020,,,,,,,,,,,,3.5,4.0,7.3,17.4,
108690161,2020,,,,,,,,,,,,3.8,5.7,7.5,17.1,
101190341,2020,,,,,,,,,,,,2.0,3.4,7.2,14.3,
101451981,2020,,,,,,,,,,,,1.4,2.2,7.4,13.3,
100990026,2020,,,,,,,,,,,,3.4,4.1,8.1,17.4,
200390105,2019,,,,,,,,,,,,2.7,2.6,6.1,10.5,
106090061,2019,,,,,,,,,,,,1.8,4.9,6.6,18.5,
108690161,2019,,,,,,,,,,,,3.1,7.9,5.8,16.4,
107890030,2019,,,,,,,,,,,,1.9,4.8,6.7,16.9,
101190341,2019,,,,,,,,,,,,1.9,2.8,7.0,13.7,
101150977,2019,,,,,,,,,,,,2.9,7.1,6.5,17.8,
200390106,2019,,,,,,,,,,,,0.9,6.6,4.4,12.4,
101451981,2019,,,,,,,,,,,,1.4,3.4,6.9,14.1,
103650657,2019,,,,,,,,,,,,2.2,4.5,7.2,17.1,
206552035,2019,,,,,,,,,,,,2.2,3.5,4.5,13.9,
100990026,2019,,,,,,,,,,,,2.2,4.8,7.5,17.6,
200350923,2019,,,,,,,,,,,,1.3,7.4,10.9,17.4,
110290120,2019,,,,,,,,,,,,3.3,5.8,6.5,18.5,
202552162,2019,,,,,,,,,,,,0.8,9.6,3.3,10.7,
101051376,2019,,,,,,,,,,,,1.6,4.2,6.9,14.8,
206552026,2019,,,,,,,,,,,,1.4,6.4,10.8,22.4,
103390149,2019,,,,,,,,,,,,2.0,5.0,6.5,18.1,
207650874,2019,,,,,,,,,,,,1.7,2.8,4.5,13.3,
200350941,2019,,,,,,,,,,,,4.1,1.3,8.1,17.9,
107351046,2019,,,,,,,,,,,,2.6,5.0,6.5,17.9,
207650829,2019,,,,,,,,,,,,2.3,6.8,7.8,15.1,
207650838,2019,,,,,,,,,,,,3.8,1.8,1.5,9.3,
105650969,2019,,,,,,,,,,,,1.6,4.1,6.3,15.1,
202552153,2019,,,,,,,,,,,,2.0,10.3,-0.3,17.0,
206552044,2019,,,,,,,,,,,,0.3,0.6,3.8,13.5,
107690154,2019,,,,,,,,,,,,2.1,6.9,7.0,17.9,
108990307,2024,,,,,,,,,,,,,,,,
107310473,2024,3.0,,,,,0.5,0.0,0.6,,,,1.0,4.1,10.5,28.1,
103730146,2024,,,,,,,,,,,,,,,,
102710387,2024,,,,,,,,,,,,,,,,
300290443,2024,,,,,,,,,,,,,,,,
101490475,2024,,,,,,,,,,,,,,,,
107310446,2024,,,,,,,,,,,,,,,,
101370270,2024,,,,,,,,,,,,,,,,
102790287,2024,,,,,,,,,,,,,,,,
101290082,2024,,,,,,,,,,,,,,,,
109490337,2024,4.2,,,,,0.2,-0.8,1.2,,,,0.8,5.0,7.5,16.2,
109590048,2024,,,,,,,,,,,,,,,,
107990171,2024,,,,,,,,,,,,,,,,
108911647,2024,0.2,,,,,1.5,0.0,1.5,,,,0.4,2.4,10.6,26.5,
104710336,2024,,,,,,,,,,,,,,,,
300290442,2024,,,,,,,,,,,,,,,,
300211622,2024,,,,,,,,,,,,,,,,
101890037,2024,,,,,,,,,,,,,,,,
100890057,2024,,,,,,,,,,,,,,,,
112190221,2024,3.9,,,,,0.4,0.0,0.0,,,,2.1,5.8,9.8,25.7,
104390077,2024,,,,,,,,,,,,,,,,
111570357,2024,,,,,,,,,,,,,,,,
111091394,2024,,,,,,,,,,,,,,,,
107710442,2024,,,,,,,,,,,,,,,,
104790017,2024,,,,,,,,,,,,,,,,
101890037,2023,,,,,,,,,,,,,,,,
107710442,2023,,,,,,,,,,,,,,,,
111091394,2023,,,,,,,,,,,,,,,,
100890057,2023,,,,,,,,,,,,,,,,
103730146,2023,,,,,,,,,,,,,,,,
104710336,2023,,,,,,,,,,,,,,,,
112190221,2023,0.1,,,,,-0.2,0.0,3.7,,,,1.3,12.0,9.0,21.3,
109490337,2023,,,,,,,,,,,,,,,,
104790017,2023,,,,,,,,,,,,,,,,
104390077,2023,,,,,,,,,,,,,,,,
107330202,2023,,,,,,,,,,,,,,,,
101370270,2023,,,,,,,,,,,,,,,,
107310473,2023,-0.4,,,,,0.5,-0.3,5.4,,,,1.1,17.3,8.4,14.6,
108911647,2023,1.5,,,,,2.3,0.0,2.5,,,,1.3,4.5,15.0,23.8,
300290443,2023,,,,,,,,,,,,,,,,
102790287,2023,,,,,,,,,,,,,,,,
101290082,2023,,,,,,,,,,,,,,,,
109590048,2023,,,,,,,,,,,,,,,,
107310446,2023,,,,,,,,,,,,,,,,
111570357,2023,,,,,,,,,,,,,,,,
108990307,2023,,,,,,,,,,,,,,,,
300290442,2023,,,,,,,,,,,,,,,,
101490475,2023,,,,,,,,,,,,,,,,
300211622,2023,,,,,,,,,,,,,,,,
102710387,2023,,,,,,,,,,,,,,,,
107990171,2023,,,,,,,,,,,,,,,,
107310473,2022,1.6,,,,,2.8,0.6,2.6,,,,2.8,11.4,7.7,13.8,
107710442,2022,,,,,,,,,,,,,,,,
107310446,2022,,,,,,,,,,,,,,,,
102790287,2022,,,,,,,,,,,,,,,,
101370270,2022,,,,,,,,,,,,,,,,
300290443,2022,,,,,,,,,,,,,,,,
101290082,2022,,,,,,,,,,,,,,,,
107910379,2022,,,,,,,,,,,,,,,,
108911647,2022,0.3,,,,,3.5,0.0,0.8,,,,2.0,5.0,7.3,25.0,
109490337,2022,2.0,,,,,0.0,0.0,3.5,,,,0.0,11.8,10.3,23.3,
104710336,2022,,,,,,,,,,,,,,,,
109590048,2022,,,,,,,,,,,,,,,,
107330202,2022,,,,,,,,,,,,,,,,
102710387,2022,,,,,,,,,,,,,,,,
101490475,2022,,,,,,,,,,,,,,,,
104790017,2022,,,,,,,,,,,,,,,,
111091394,2022,,,,,,,,,,,,,,,,
108990307,2022,,,,,,,,,,,,,,,,
104390077,2022,,,,,,,,,,,,,,,,
100890057,2022,,,,,,,,,,,,,,,,
101890037,2022,,,,,,,,,,,,,,,,
300211622,2022,,,,,,,,,,,,,,,,
300290442,2022,,,,,,,,,,,,,,,,
108911647,2021,,,,,,,,,,,,,,,,
300211622,2021,,,,,,,,,,,,,,,,
109590048,2021,,,,,,,,,,,,,,,,
104390077,2021,,,,,,,,,,,,,,,,
111091394,2021,,,,,,,,,,,,,,,,
101370270,2021,,,,,,,,,,,,,,,,
104790017,2021,,,,,,,,,,,,,,,,
109490337,2021,,,,,,,,,,,,,,,,
102710387,2021,,,,,,,,,,,,,,,,
300290443,2021,,,,,,,,,,,,,,,,
107710442,2021,,,,,,,,,,,,,,,,
102790287,2021,,,,,,,,,,,,,,,,
107910379,2021,,,,,,,,,,,,,,,,
100890057,2021,,,,,,,,,,,,,,,,
107330202,2021,,,,,,,,,,,,,,,,
107310446,2021,,,,,,,,,,,,,,,,
108990307,2021,,,,,,,,,,,,,,,,
107310473,2021,,,,,,,,,,,,,,,,
300290442,2021,,,,,,,,,,,,,,,,
101890037,2021,,,,,,,,,,,,,,,,
101290082,2021,,,,,,,,,,,,,,,,
101490475,2021,,,,,,,,,,,,,,,,
104710336,2021,,,,,,,,,,,,,,,,
102710387,2020,,,,,,,,,,,,,,,,
104790017,2020,,,,,,,,,,,,,,,,
108911647,2020,,,,,,,,,,,,,,,,
111091394,2020,,,,,,,,,,,,,,,,
300211622,2020,,,,,,,,,,,,,,,,
108990307,2020,,,,,,,,,,,,,,,,
104710336,2020,,,,,,,,,,,,,,,,
100890058,2020,,,,,,,,,,,,,,,,
101370270,2020,,,,,,,,,,,,,,,,
107310446,2020,,,,,,,,,,,,,,,,
104390077,2020,,,,,,,,,,,,,,,,
109590048,2020,,,,,,,,,,,,,,,,
101290082,2020,,,,,,,,,,,,,,,,
107910379,2020,2.0,,,,,0.5,0.0,4.0,,,,-0.5,12.8,12.8,17.8,
107710442,2020,,,,,,,,,,,,,,,,
100890057,2020,,,,,,,,,,,,,,,,
101890037,2020,,,,,,,,,,,,,,,,
107330202,2020,,,,,,,,,,,,,,,,
107310473,2020,2.5,,,,,2.0,1.5,2.0,,,,3.0,9.9,10.3,20.0,
104710336,2019,,,,,,,,,,,,,,,,
100890058,2019,,,,,,,,,,,,,,,,
107330202,2019,,,,,,,,,,,,,,,,
101890037,2019,,,,,,,,,,,,,,,,
108990307,2019,,,,,,,,,,,,,,,,
107310446,2019,,,,,,,,,,,,,,,,
102710387,2019,,,,,,,,,,,,,,,,
104790017,2019,,,,,,,,,,,,,,,,
107910379,2019,1.0,,,,,-1.3,0.0,7.8,,,,0.0,14.5,6.8,28.5,
107710442,2019,,,,,,,,,,,,,,,,
108911647,2019,3.0,,,,,2.4,-0.3,4.1,,,,4.3,9.6,7.4,23.3,
107310473,2019,,,,,,,,,,,,,,,,
100890057,2019,,,,,,,,,,,,,,,,
104390077,2019,8.3,,,,,0.0,0.0,2.5,,,,6.0,5.3,13.8,16.0,
300211622,2019,,,,,,,,,,,,,,,,
110390237,2024,,,,,,,,,,,,,,,,
110390237,2023,,,,,,,,,,,,12.5,15.0,13.0,26.8,
110390237,2022,,,,,,,,,,,,,,,,
110390244,2024,,,,,,,,,,,,-1.2,13.5,12.5,19.5,
110390244,2023,,,,,,,,,,,,,,,,
110390244,2022,,,,,,,,,,,,6.5,24.0,8.0,19.8,
200351709,2023,,,,,,,,,,,,,,,,
204190553,2023,,,,,,,,,,,,,,,,
105290034,2023,,,,,,,,,,,,0.3,0.9,5.7,13.8,
103350775,2023,,,,,,,,,,,,0.8,2.1,7.7,19.9,
200651848,2023,,,,,,,,,,,,,,,,
101290073,2023,,,,,,,,,,,,0.9,0.9,5.6,13.3,
202550703,2023,,,,,,,,,,,,-1.1,1.4,8.1,13.9,
201650017,2023,,,,,,,,,,,,-0.3,0.0,6.8,17.5,
201150067,2023,,,,,,,,,,,,,,,,
209210138,2023,,,,,,,,,,,,0.0,3.4,8.0,20.1,
101290070,2023,,,,,,,,,,,,-0.3,0.5,7.1,15.3,
201790263,2023,,,,,,,,,,,,,,,,
106051352,2023,,,,,,,,,,,,-0.3,2.4,9.0,18.5,
203590177,2023,,,,,,,,,,,,,,,,
110670119,2023,,,,,,,,,,,,,,,,
103550967,2023,,,,,,,,,,,,0.4,6.4,11.5,24.7,
300350331,2023,,,,,,,,,,,,,,,,
300150518,2023,,,,,,,,,,,,,,,,
102890079,2023,,,,,,,,,,,,0.1,2.8,6.6,17.3,
101690103,2023,,,,,,,,,,,,-0.1,1.1,8.1,20.6,
202751595,2023,,,,,,,,,,,,,,,,
112370767,2023,,,,,,,,,,,,-0.1,3.5,10.1,20.3,
106650578,2023,,,,,,,,,,,,0.1,4.2,4.9,26.8,
104251232,2023,,,,,,,,,,,,0.0,5.0,9.7,21.0,
110390142,2023,,,,,,,,,,,,0.4,1.4,7.3,19.6,
208750390,2023,,,,,,,,,,,,,,,,
208750166,2023,,,,,,,,,,,,0.0,0.8,3.1,10.5,
201650044,2023,,,,,,,,,,,,,,,,
102350381,2023,,,,,,,,,,,,0.5,1.5,7.8,15.3,
101451503,2023,,,,,,,,,,,,0.3,4.7,11.3,21.7,
105190068,2023,,,,,,,,,,,,0.0,3.7,8.0,17.7,
203050829,2023,,,,,,,,,,,,3.0,9.8,13.0,20.0,
203051121,2023,,,,,,,,,,,,0.4,1.2,6.1,15.3,
203550384,2023,,,,,,,,,,,,,,,,
109490179,2023,,,,,,,,,,,,0.6,3.8,8.0,20.1,
101850264,2023,,,,,,,,,,,,0.2,0.2,8.2,16.9,
203150316,2023,,,,,,,,,,,,,,,,
201450037,2023,,,,,,,,,,,,0.5,0.7,7.3,18.6,
109590015,2023,,,,,,,,,,,,0.1,1.0,8.3,18.3,
102090060,2023,,,,,,,,,,,,-0.1,2.6,8.8,18.6,
104390105,2023,,,,,,,,,,,,1.0,1.2,7.3,20.0,
210400822,2023,,,,,,,,,,,,,,,,
201650026,2023,,,,,,,,,,,,,,,,
201150076,2023,,,,,,,,,,,,0.0,1.6,4.4,18.1,
100751363,2023,,,,,,,,,,,,0.3,10.3,11.0,24.3,
200651857,2023,,,,,,,,,,,,,,,,
104351443,2023,,,,,,,,,,,,0.2,1.4,6.6,16.2,
102790186,2023,,,,,,,,,,,,-0.1,1.8,8.1,25.1,
100890075,2023,,,,,,,,,,,,0.3,3.6,8.0,18.9,
300250508,2023,,,,,,,,,,,,,,,,
108251017,2023,,,,,,,,,,,,1.2,6.8,9.7,23.3,
200690734,2023,,,,,,,,,,,,-0.4,5.1,3.4,15.1,
204751871,2023,,,,,,,,,,,,0.1,0.3,6.3,13.3,
200290135,2023,,,,,,,,,,,,,,,,
206050874,2023,,,,,,,,,,,,-0.4,0.3,7.3,17.3,
207450549,2023,,,,,,,,,,,,0.1,0.8,1.1,7.8,
300590394,2023,,,,,,,,,,,,,,,,
108950224,2023,,,,,,,,,,,,0.1,7.4,11.1,22.9,
208150161,2023,,,,,,,,,,,,0.0,3.8,10.3,26.5,
102690216,2023,,,,,,,,,,,,0.4,5.0,9.3,22.1,
108750544,2023,,,,,,,,,,,,0.2,2.4,10.2,22.8,
206410608,2023,,,,,,,,,,,,0.1,0.7,6.9,20.8,
109850725,2023,,,,,,,,,,,,0.0,3.0,8.3,21.3,
204050032,2023,,,,,,,,,,,,0.1,0.6,8.1,15.4,
106450598,2023,,,,,,,,,,,,0.4,1.3,7.1,17.1,
200390120,2023,,,,,,,,,,,,0.9,0.5,5.7,8.4,
206050847,2023,,,,,,,,,,,,0.5,4.8,2.5,12.5,
103290212,2023,,,,,,,,,,,,0.0,1.7,8.1,20.1,
204050014,2023,,,,,,,,,,,,-0.5,0.7,2.8,11.4,
206050856,2023,,,,,,,,,,,,,,,,
106490148,2023,,,,,,,,,,,,0.0,1.2,7.8,16.0,
204190560,2023,,,,,,,,,,,,0.9,2.4,8.7,12.3,
300550568,2023,,,,,,,,,,,,,,,,
203550375,2023,,,,,,,,,,,,,,,,
208450307,2023,,,,,,,,,,,,1.0,0.2,4.8,11.3,
205052476,2023,,,,,,,,,,,,,,,,
201050456,2023,,,,,,,,,,,,0.7,0.8,6.6,14.8,
301390061,2023,,,,,,,,,,,,,,,,
108890302,2023,,,,,,,,,,,,,,,,
210400815,2023,,,,,,,,,,,,,,,,
208450316,2023,,,,,,,,,,,,,,,,
206850681,2023,,,,,,,,,,,,0.7,1.4,3.9,11.5,
101090558,2023,,,,,,,,,,,,0.0,13.6,12.3,24.3,
200290149,2023,,,,,,,,,,,,0.1,2.2,4.9,14.1,
205550439,2023,,,,,,,,,,,,-0.5,-0.8,-2.3,13.0,
206410606,2023,,,,,,,,,,,,0.0,6.0,8.5,28.8,
204751862,2023,,,,,,,,,,,,0.0,5.0,10.0,30.0,
103990106,2023,,,,,,,,,,,,0.0,2.6,11.6,24.5,
105951028,2023,,,,,,,,,,,,0.8,1.0,6.0,14.8,
201050447,2023,,,,,,,,,,,,1.5,2.0,12.3,19.0,
210400829,2023,,,,,,,,,,,,0.4,0.9,7.1,17.0,
208750165,2023,,,,,,,,,,,,,,,,
201790264,2023,,,,,,,,,,,,0.0,1.6,5.1,16.0,
209210080,2023,,,,,,,,,,,,,,,,
207450522,2023,,,,,,,,,,,,0.0,2.0,13.3,24.8,
208150188,2023,,,,,,,,,,,,0.8,0.2,4.4,10.0,
107050218,2023,,,,,,,,,,,,1.8,6.8,10.1,19.6,
103150017,2023,,,,,,,,,,,,0.3,7.3,15.1,25.2,
112910010,2023,,,,,,,,,,,,0.0,4.9,12.1,25.8,
109252993,2023,,,,,,,,,,,,0.1,3.7,9.6,21.7,
106150583,2023,,,,,,,,,,,,0.0,1.2,7.6,19.7,
205850206,2023,,,,,,,,,,,,,,,,
102190030,2023,,,,,,,,,,,,-0.7,0.4,9.6,19.3,
208150152,2023,,,,,,,,,,,,,,,,
201450028,2023,,,,,,,,,,,,,,,,
102551305,2023,,,,,,,,,,,,1.1,3.6,7.8,20.0,
112070694,2023,,,,,,,,,,,,1.4,2.9,11.7,24.4,
201250709,2023,,,,,,,,,,,,,,,,
101150853,2023,,,,,,,,,,,,0.0,12.5,16.5,29.0,
206850672,2023,,,,,,,,,,,,0.0,6.5,14.3,19.0,
105651058,2023,,,,,,,,,,,,0.0,16.5,11.0,21.8,
111750659,2023,,,,,,,,,,,,0.6,8.6,12.0,26.5,
107250525,2023,,,,,,,,,,,,2.0,11.5,8.0,24.8,
105350875,2023,,,,,,,,,,,,-0.2,5.6,9.2,21.4,
204050023,2023,,,,,,,,,,,,,,,,
300350491,2023,,,,,,,,,,,,,,,,
205052485,2023,,,,,,,,,,,,-0.2,0.4,5.4,8.8,
202353108,2023,,,,,,,,,,,,,,,,
103650012,2023,,,,,,,,,,,,0.8,0.9,8.1,18.4,
205550448,2023,,,,,,,,,,,,,,,,
104790037,2023,,,,,,,,,,,,0.0,2.0,6.7,17.0,
203150325,2023,,,,,,,,,,,,0.3,1.5,9.6,17.2,
202390591,2023,,,,,,,,,,,,-0.3,0.0,1.8,5.4,
202390584,2023,,,,,,,,,,,,-0.8,-0.3,1.0,9.5,
202453576,2023,,,,,,,,,,,,1.0,8.0,13.0,29.8,
101370256,2023,,,,,,,,,,,,0.4,1.4,8.1,18.3,
210200101,2023,,,,,,,,,,,,2.8,4.0,10.5,19.3,
107690200,2023,,,,,,,,,,,,-0.4,2.4,10.9,22.3,
202751647,2023,,,,,,,,,,,,1.0,0.2,5.1,11.7,
205850515,2023,,,,,,,,,,,,0.6,2.3,4.1,11.3,
206290197,2023,,,,,,,,,,,,0.2,2.0,6.5,19.8,
301390109,2023,,,,,,,,,,,,0.0,-0.3,3.8,2.3,
210200108,2023,,,,,,,,,,,,0.8,1.4,3.4,6.7,
103050778,2023,,,,,,,,,,,,0.4,6.0,14.0,29.0,
210300101,2023,,,,,,,,,,,,,,,,
107050254,2023,,,,,,,,,,,,0.2,3.3,7.1,19.8,
300150509,2023,,,,,,,,,,,,,,,,
106870265,2023,,,,,,,,,,,,0.4,2.2,5.7,21.8,
106951697,2023,,,,,,,,,,,,0.3,10.5,10.1,21.1,
107790206,2023,,,,,,,,,,,,,,,,
206250457,2023,,,,,,,,,,,,,,,,
210300108,2023,,,,,,,,,,,,1.2,0.6,4.5,12.9,
202550696,2023,,,,,,,,,,,,,,,,
201290334,2023,,,,,,,,,,,,-0.3,-0.8,4.6,10.9,
300850089,2023,,,,,,,,,,,,,,,,
300150493,2023,,,,,,,,,,,,,,,,
109950257,2023,,,,,,,,,,,,0.8,3.8,10.5,26.3,
202453567,2023,,,,,,,,,,,,0.0,0.5,6.3,17.3,
208910010,2023,,,,,,,,,,,,-0.5,0.0,12.8,19.8,
300850105,2023,,,,,,,,,,,,-0.3,0.8,-2.5,18.8,
300250492,2023,,,,,,,,,,,,,,,,
208910011,2023,,,,,,,,,,,,1.5,7.8,9.8,25.3,
