program_code,year,placed_count,placed_pref_rank_avg,placed_top_1_pref_count,placed_top_3_pref_count,placed_top_10_pref_count,placed_rank_1_count,placed_rank_2_count,placed_rank_3_count,placed_rank_4_count,placed_rank_5_count,placed_rank_6_count,placed_rank_7_count,placed_rank_8_count,placed_rank_9_count,placed_rank_10_count,placed_rank_11_count,placed_rank_12_count,placed_rank_13_count,placed_rank_14_count,placed_rank_15_count,placed_rank_16_count,placed_rank_17_count,placed_rank_18_count,placed_rank_19_count,placed_rank_20_count,placed_rank_21_count,placed_rank_22_count,placed_rank_23_count,placed_rank_24_count
103450456,2019,62,2.2,39,54,61,39,11,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103950309,2019,93,3.8,43,63,83,43,10,10,3,7,3,4,1,1,1,1,2,2,1,1,0,1,0,2,0,0,0,0,0
203151589,2019,3,1.0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203151077,2019,7,1.9,2,7,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101670085,2019,36,7.7,9,13,26,9,3,1,2,2,2,4,1,2,0,0,1,1,2,0,0,2,0,0,1,1,0,2,0
103451269,2019,57,6.1,6,23,47,6,7,10,4,7,5,4,1,0,3,1,1,3,2,0,0,0,0,1,0,1,1,0,0
107250331,2019,62,2.2,45,51,60,45,1,5,4,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
203151598,2019,27,2.7,6,21,27,6,12,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103050318,2019,41,6.0,10,22,33,10,9,3,1,1,2,2,2,2,1,2,1,1,0,0,1,0,0,1,0,0,0,1,1
204550027,2019,5,4.8,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200651593,2019,3,6.3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
204550045,2019,4,1.0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204750846,2019,3,1.7,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201750652,2019,25,5.7,0,9,23,0,4,5,3,0,4,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109950187,2019,52,6.6,10,20,42,10,4,6,5,5,6,1,1,3,1,1,1,1,0,0,2,0,0,0,1,2,1,1,0
110670139,2019,41,4.6,19,24,36,19,3,2,3,2,2,2,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0
105050833,2019,36,7.5,6,17,24,6,6,5,4,0,2,0,1,0,0,2,1,0,2,1,0,2,0,0,1,0,0,1,2
204551961,2019,36,4.9,3,14,33,3,4,7,10,2,2,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
208150328,2019,3,5.3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203350422,2019,3,5.7,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103050796,2019,41,7.5,10,19,28,10,4,5,1,4,0,0,3,1,0,1,2,0,2,1,1,1,0,0,0,2,3,0,0
100451693,2019,82,3.1,30,62,79,30,18,14,5,5,0,2,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
202751356,2019,6,3.2,3,3,6,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106750356,2019,47,6.3,12,19,38,12,3,4,1,4,3,3,4,1,3,1,2,1,2,1,0,1,0,0,0,0,0,1,0
205050674,2019,54,5.7,9,24,47,9,4,11,3,3,2,7,2,5,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0
203350208,2019,17,4.9,0,7,16,0,3,4,1,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207550266,2019,6,9.0,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
110550017,2019,41,5.4,9,16,36,9,4,3,4,2,1,6,4,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
203350077,2019,5,3.4,2,4,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100450465,2019,52,8.1,7,18,34,7,8,3,2,3,3,2,3,1,2,5,1,2,2,0,0,2,1,1,2,0,0,1,1
204750855,2019,27,4.4,7,18,24,7,1,10,0,2,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
208151118,2019,21,5.1,4,9,18,4,5,0,2,3,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
203350086,2019,42,4.3,5,27,39,5,9,13,5,2,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
203350192,2019,3,7.0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203350403,2019,10,8.3,0,2,8,0,1,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
105050842,2019,31,4.9,10,20,28,10,7,3,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
202751514,2019,54,5.7,6,22,44,6,10,6,6,5,3,2,4,2,0,2,2,3,0,2,0,0,1,0,0,0,0,0,0
103050151,2019,57,3.8,30,35,53,30,3,2,3,4,6,2,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
105150295,2019,41,6.6,5,16,31,5,8,3,2,5,5,1,0,1,1,1,1,2,1,1,0,3,0,0,0,1,0,0,0
201790240,2019,5,10.2,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
106450271,2019,31,10.2,3,8,19,3,5,0,1,1,0,2,2,1,4,1,0,1,1,1,2,1,0,0,0,1,1,1,2
109970137,2019,41,5.8,6,19,35,6,8,5,5,1,4,1,4,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0,0
201790239,2019,5,6.4,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201750634,2019,4,7.0,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102551174,2019,62,3.5,18,39,60,18,16,5,6,4,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
208150337,2019,10,11.6,0,1,5,0,1,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1
201750616,2019,6,4.8,0,1,6,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205050974,2019,5,4.8,2,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103450792,2019,57,6.4,11,22,46,11,5,6,3,6,7,6,0,2,0,2,0,2,1,0,0,3,0,0,1,0,0,1,1
107250552,2019,82,1.6,60,77,82,60,12,5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300550938,2019,2,1.5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205050505,2019,6,5.8,2,3,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106150265,2019,62,4.0,28,41,57,28,4,9,3,1,6,1,2,2,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0
208450779,2019,45,3.7,1,28,44,1,22,5,4,5,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103150335,2019,72,3.7,18,46,67,18,17,11,8,6,4,0,2,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0
105051267,2019,52,4.8,26,33,45,26,3,4,1,2,1,0,3,1,4,0,2,1,0,0,1,0,1,1,1,0,0,0,0
207550981,2019,25,6.6,3,9,18,3,4,2,2,1,4,2,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0
105150302,2019,41,11.2,5,9,19,5,2,2,4,2,2,1,0,0,1,0,4,1,0,1,1,2,1,4,4,2,1,0,1
111670346,2019,62,4.3,11,31,58,11,11,9,13,2,4,3,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
207550275,2019,24,8.1,1,6,17,1,3,2,1,2,2,1,2,2,1,1,0,3,0,0,1,1,0,0,0,1,0,0,0
202550369,2019,4,1.8,3,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300190385,2019,5,1.8,1,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208450778,2019,5,4.8,3,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102350557,2019,31,7.5,4,11,22,4,6,1,1,2,2,2,1,1,2,0,0,4,0,2,1,0,1,1,0,0,0,0,0
207550999,2019,20,10.5,0,0,13,0,0,0,2,3,2,2,1,2,1,2,0,0,0,0,0,0,1,1,1,0,1,0,1
207550496,2019,30,6.7,4,10,24,4,1,5,6,1,1,2,1,1,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0
101250101,2019,30,7.5,6,10,22,6,2,2,3,2,0,2,2,3,0,1,1,1,1,0,0,0,0,1,1,2,0,0,0
200790389,2019,34,5.5,4,12,30,4,4,4,5,3,5,2,0,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0
200750743,2019,15,6.1,0,4,14,0,1,3,2,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100751142,2019,67,3.2,35,48,63,35,9,4,6,3,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
300250756,2019,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208910072,2019,45,5.7,4,13,41,4,6,3,6,7,5,1,2,5,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
203151086,2019,63,3.0,16,51,61,16,24,11,2,3,1,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
200750725,2019,6,4.0,1,2,6,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107170169,2019,31,6.1,6,14,25,6,6,2,2,2,3,0,0,4,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0
202452603,2019,5,4.2,0,2,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202452648,2019,3,1.0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109850461,2019,41,5.4,15,20,34,15,4,1,3,5,1,0,2,2,1,0,2,0,1,1,1,0,0,1,0,0,1,0,0
101650133,2019,47,5.5,17,24,40,17,3,4,4,2,1,3,2,3,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
200751423,2019,20,4.0,2,14,18,2,6,6,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
202455793,2019,5,4.8,0,2,4,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200651609,2019,17,3.6,3,12,16,3,7,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102850216,2019,36,7.7,8,16,26,8,4,4,0,3,1,3,0,3,0,0,0,1,3,0,0,1,1,1,0,0,1,0,2
200750734,2019,6,3.8,3,5,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102350406,2019,31,9.8,6,11,15,6,2,3,0,0,1,1,0,1,1,2,0,2,2,2,2,1,1,3,0,0,0,0,1
204150491,2019,6,2.8,2,4,6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200752924,2019,39,7.4,2,9,28,2,6,1,5,6,2,1,2,3,0,3,1,2,1,1,0,0,1,0,0,1,1,0,0
202451817,2019,27,4.3,4,16,24,4,8,4,3,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
202351263,2019,6,4.0,1,3,6,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108550343,2019,47,4.4,23,32,42,23,6,3,2,1,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
208910022,2019,5,5.0,1,3,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201750643,2019,3,3.7,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107270308,2019,62,2.7,15,51,60,15,31,5,3,2,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
101150783,2019,62,7.1,4,16,50,4,8,4,5,6,10,3,3,2,5,2,2,0,1,0,2,1,2,0,1,1,0,0,0
204190376,2019,24,5.3,1,12,22,1,7,4,2,3,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
202452587,2019,8,2.1,4,7,8,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108851471,2019,62,3.5,21,47,58,21,8,18,4,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
204150579,2019,25,5.1,2,13,22,2,3,8,3,1,1,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
110250753,2019,36,7.4,4,17,26,4,11,2,1,1,4,0,1,2,0,3,0,1,0,1,0,0,0,0,0,1,1,0,3
202390138,2019,15,4.4,2,6,14,2,2,2,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100451587,2019,41,9.6,3,10,26,3,4,3,3,3,3,3,2,1,1,2,0,0,0,1,2,2,0,1,2,2,1,1,1
202452066,2019,72,5.0,9,33,65,9,16,8,9,5,5,2,8,2,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0
204950253,2019,25,5.8,3,10,21,3,4,3,2,2,1,1,4,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
202470092,2019,45,5.6,3,19,39,3,10,6,6,3,5,1,2,2,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0
100650436,2019,47,5.3,15,28,38,15,9,4,1,3,2,1,1,1,1,0,1,2,1,0,1,3,0,1,0,0,0,0,0
204950262,2019,20,5.2,2,9,18,2,3,4,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
202452039,2019,6,3.7,2,5,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200651584,2019,2,1.5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101950563,2019,41,5.9,10,17,31,10,6,1,5,2,4,1,0,2,0,3,1,1,2,0,1,1,1,0,0,0,0,0,0
204950244,2019,5,3.6,1,3,5,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202452621,2019,54,3.4,14,37,53,14,13,10,3,3,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205050983,2019,45,6.7,2,15,37,2,9,4,5,2,1,4,3,5,2,3,1,0,1,0,0,1,0,1,0,0,1,0,0
103150705,2019,98,2.8,49,78,92,49,16,13,7,4,2,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0
103470381,2019,62,3.1,11,42,62,11,19,12,8,6,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109751681,2019,52,6.0,7,19,43,7,7,5,6,4,6,6,2,0,0,1,0,1,3,2,0,0,0,1,0,0,0,0,1
103170436,2019,72,4.5,3,20,69,3,12,5,30,6,6,3,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
100751178,2019,62,5.6,12,29,53,12,12,5,7,5,2,1,4,4,1,1,0,2,1,0,0,1,1,2,0,0,0,0,1
103470796,2019,57,6.5,6,17,47,6,6,5,4,4,7,4,4,3,4,4,2,1,1,0,1,0,0,0,0,0,0,0,1
109751521,2019,52,4.4,14,33,48,14,12,7,3,3,2,1,3,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0
203551355,2019,8,5.6,2,3,7,2,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202351281,2019,3,2.7,2,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201290241,2019,10,4.2,0,4,10,0,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100950212,2019,41,5.1,14,22,35,14,4,4,4,2,1,2,2,0,2,0,0,2,1,0,0,2,1,0,0,0,0,0,0
109350069,2019,26,3.3,12,19,24,12,4,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
200690364,2019,3,2.3,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203590157,2019,10,4.9,0,2,10,0,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203590156,2019,4,3.3,0,3,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203550878,2019,7,6.7,0,2,6,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207650951,2019,4,6.3,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200851563,2019,8,5.8,0,2,7,0,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102350293,2019,52,7.6,12,16,39,12,1,3,5,4,4,3,1,3,3,0,1,2,2,0,1,1,1,1,2,0,1,0,1
202390137,2019,17,8.0,0,4,11,0,3,1,2,1,1,0,1,1,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0
202455818,2019,15,5.1,1,8,14,1,6,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206050441,2019,4,3.5,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207450955,2019,10,7.5,1,3,6,1,2,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
103350703,2019,52,6.4,11,19,43,11,6,2,7,1,3,4,3,2,4,2,0,0,2,0,2,0,1,0,1,1,0,0,0
202351606,2019,41,6.0,3,11,35,3,4,4,8,7,2,0,1,4,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0
207450937,2019,4,5.5,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202351615,2019,16,7.6,1,3,13,1,1,1,1,2,1,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
105350927,2019,52,2.0,39,46,50,39,7,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
206050592,2019,20,5.9,0,7,18,0,3,4,0,1,4,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
203550603,2019,3,3.3,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100250476,2019,31,7.1,4,12,24,4,6,2,2,0,2,2,3,1,2,0,1,2,2,0,0,0,0,0,0,0,1,0,1
203551364,2019,2,5.5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106770731,2019,123,5.4,24,50,108,24,12,14,20,11,5,8,3,7,4,2,5,0,2,1,0,2,1,0,1,0,0,0,1
112370141,2019,77,3.4,23,55,73,23,25,7,9,2,0,1,3,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
101950581,2019,36,7.6,6,12,26,6,2,4,5,2,3,2,0,1,1,0,2,1,1,0,1,1,0,1,0,1,1,0,1
107450092,2019,93,2.6,47,72,90,47,16,9,5,4,4,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
105150286,2019,41,3.3,18,26,39,18,3,5,6,2,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
108650572,2019,82,3.9,35,55,74,35,5,15,5,2,3,5,1,1,2,2,3,0,0,2,0,0,0,0,1,0,0,0,0
206050459,2019,8,4.4,0,5,8,0,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106971126,2019,62,4.7,9,29,58,9,15,5,10,4,4,5,3,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0
106970313,2019,72,5.8,7,37,59,7,18,12,8,2,2,2,1,5,2,2,2,0,2,0,2,2,1,0,1,0,0,1,0
206050432,2019,8,9.0,0,0,5,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106950178,2019,72,3.6,24,43,70,24,8,11,9,7,4,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
201250321,2019,8,4.8,2,4,7,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207450946,2019,26,6.3,2,11,19,2,4,5,2,3,2,0,1,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0
111370564,2019,67,4.4,14,46,59,14,30,2,4,2,1,2,2,0,2,0,1,1,3,0,0,0,0,0,0,1,1,0,1
106650215,2019,62,5.2,21,31,52,21,4,6,4,5,8,2,0,1,1,3,1,0,1,0,0,1,1,1,1,0,0,1,0
112571866,2019,52,6.4,3,18,44,3,12,3,4,7,4,3,3,2,3,0,3,0,0,0,2,0,0,1,1,0,0,0,1
112552375,2019,52,2.5,26,41,52,26,7,8,2,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100370743,2019,52,4.3,9,30,47,9,15,6,3,6,7,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0
100451578,2019,26,8.3,7,9,16,7,0,2,0,2,0,1,1,1,2,2,1,1,0,3,0,2,0,0,0,0,0,0,1
106952005,2019,52,2.7,11,43,51,11,26,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107050015,2019,41,8.6,5,17,29,5,8,4,0,1,1,2,4,1,3,2,0,0,1,0,1,0,2,0,1,0,2,2,1
100451939,2024,64,3.3,18,49,61,18,23,8,1,2,5,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
110351362,2024,54,6.0,16,23,44,16,4,3,4,3,0,6,5,0,3,3,1,0,2,0,0,1,1,1,1,0,0,0,0
209710115,2024,39,5.6,9,18,32,9,6,3,6,4,1,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0
101790107,2024,54,3.6,27,35,51,27,4,4,3,4,5,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
110390265,2024,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201950111,2024,8,5.2,0,3,7,0,2,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201950598,2024,39,2.7,20,33,37,20,6,7,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
112190137,2024,54,6.7,8,23,42,8,9,6,6,3,3,3,1,2,1,0,1,2,0,3,0,0,0,3,1,0,1,1,0
107751051,2024,67,5.9,11,31,56,11,10,10,5,8,4,2,4,2,0,1,2,0,1,0,2,1,0,1,0,1,1,0,1
112350958,2024,54,6.4,5,20,44,5,9,6,6,5,3,3,3,1,3,1,2,1,1,1,0,1,0,1,1,0,1,0,0
107751209,2024,67,7.4,9,21,51,9,5,7,4,9,5,5,2,3,2,2,2,2,1,0,1,0,0,3,2,1,2,0,0
102951294,2024,65,5.3,14,31,55,14,9,8,6,7,3,1,4,1,2,0,3,2,1,2,0,1,1,0,0,0,0,0,0
202790559,2024,39,3.6,12,24,37,12,10,2,4,2,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
201290320,2024,7,5.4,2,3,6,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106190118,2024,53,5.5,14,27,44,14,10,3,2,5,1,3,4,0,2,3,0,1,0,1,2,0,0,1,0,0,0,1,0
205090261,2024,25,5.0,8,12,20,8,4,0,5,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
103150759,2024,62,6.5,10,25,49,10,8,7,6,1,2,6,2,2,5,3,4,0,1,0,2,0,1,0,1,0,1,0,0
207590240,2024,9,6.8,1,2,7,1,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
203490335,2024,25,2.2,7,23,25,7,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201950102,2024,7,4.0,1,4,7,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100650551,2024,52,8.2,3,14,36,3,4,7,3,6,2,3,4,1,3,3,4,0,1,2,1,1,0,1,0,0,1,1,1
207590233,2024,14,6.4,1,6,10,1,3,2,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
209710108,2024,10,5.5,1,2,10,1,0,1,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208450924,2024,14,2.9,8,11,14,8,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208450917,2024,6,9.3,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
205090254,2024,5,10.2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
203490328,2024,5,4.8,2,2,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202750694,2024,12,5.9,0,4,11,0,3,1,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202750701,2024,71,3.8,24,50,64,24,14,12,6,3,2,2,0,1,0,1,0,3,0,0,0,0,1,1,0,0,0,1,0
202790558,2024,11,5.1,2,6,10,2,3,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207590247,2024,33,3.1,17,26,30,17,6,3,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
201290327,2024,47,2.3,24,40,46,24,9,7,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205850409,2024,7,6.0,0,2,7,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205850418,2024,42,5.8,6,15,36,6,4,5,3,6,3,4,2,2,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0
208450861,2024,8,4.0,0,3,8,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102190057,2024,54,5.4,10,22,45,10,8,4,6,10,2,4,1,0,0,0,1,1,3,2,1,0,0,1,0,0,0,0,0
101190412,2024,103,4.3,26,61,96,26,23,12,9,6,6,3,1,5,5,0,2,0,0,1,2,0,0,0,0,2,0,0,0
208450868,2024,26,4.3,9,14,24,9,3,2,2,2,1,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201990518,2023,42,2.6,20,32,41,20,11,1,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
