program_code,year,placed_count,placed_pref_rank_avg,placed_top_1_pref_count,placed_top_3_pref_count,placed_top_10_pref_count,placed_rank_1_count,placed_rank_2_count,placed_rank_3_count,placed_rank_4_count,placed_rank_5_count,placed_rank_6_count,placed_rank_7_count,placed_rank_8_count,placed_rank_9_count,placed_rank_10_count,placed_rank_11_count,placed_rank_12_count,placed_rank_13_count,placed_rank_14_count,placed_rank_15_count,placed_rank_16_count,placed_rank_17_count,placed_rank_18_count,placed_rank_19_count,placed_rank_20_count,placed_rank_21_count,placed_rank_22_count,placed_rank_23_count,placed_rank_24_count
110710149,2022,21,9.3,2,5,12,2,0,3,1,2,1,0,3,0,0,1,2,1,1,1,0,0,1,0,0,0,1,0,1
107090298,2022,62,10.6,2,7,34,2,4,1,5,8,1,2,2,3,6,3,6,1,1,3,0,1,2,3,2,1,4,1,0
108990436,2022,25,7.8,1,5,19,1,1,3,6,3,0,0,1,2,2,1,1,0,1,0,0,0,1,0,1,0,1,0,0
109610224,2022,10,4.0,2,5,10,2,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204790562,2022,3,8.7,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102530312,2022,50,9.0,3,12,32,3,3,6,1,2,4,6,4,1,2,5,1,2,1,0,1,2,0,2,1,1,1,0,1
102510414,2022,58,10.0,2,8,32,2,3,3,3,4,5,3,1,3,5,3,1,7,3,1,2,3,2,1,1,2,0,0,0
102530321,2022,13,11.1,0,0,6,0,0,0,2,0,1,0,1,0,2,1,1,2,0,0,1,1,0,0,1,0,0,0,0
102510423,2022,16,8.2,0,6,9,0,3,3,1,0,2,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1
202710271,2022,17,6.4,2,8,14,2,4,2,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
111810659,2022,58,7.9,4,17,39,4,7,6,5,3,4,2,3,3,2,3,2,3,5,0,1,2,2,0,0,0,0,0,1
105710112,2022,72,8.8,6,12,46,6,2,4,3,10,3,3,7,4,4,4,3,1,9,2,1,1,3,0,1,0,0,0,1
200210501,2022,25,4.6,3,12,24,3,5,4,3,1,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111830539,2022,15,7.5,0,2,10,0,1,1,2,0,2,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
108990437,2022,7,6.7,0,1,6,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200210494,2022,4,13.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
204090152,2022,8,2.6,4,6,8,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111810668,2022,15,6.2,1,5,13,1,1,3,3,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
103510729,2022,62,9.9,7,14,37,7,2,5,3,2,5,3,2,5,3,1,2,3,2,2,3,2,1,4,0,1,0,4,0
300111174,2022,10,6.6,4,4,7,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
102610758,2022,19,10.5,1,2,9,1,0,1,0,0,1,1,0,0,5,3,4,0,0,1,0,0,1,1,0,0,0,0,0
201710653,2022,3,15.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
200510728,2022,30,6.8,0,4,25,0,2,2,7,5,2,2,0,3,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0
103530257,2022,62,8.8,1,6,42,1,3,2,8,6,6,2,2,6,6,3,5,3,2,3,0,0,0,0,2,0,1,0,1
106110336,2022,6,8.2,0,1,4,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
109610227,2022,1,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203511356,2022,33,6.1,5,9,25,5,3,1,5,3,4,2,1,1,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0
106110521,2022,46,10.8,2,7,22,2,4,1,1,3,4,0,4,1,2,3,2,1,2,2,4,4,1,1,1,2,1,0,0
111830521,2022,58,10.5,0,8,31,0,5,3,4,1,2,4,4,5,3,2,2,6,2,2,1,5,3,1,0,0,2,0,1
202090284,2022,15,3.9,2,7,14,2,2,3,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300190451,2022,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106710251,2022,21,8.1,3,5,14,3,0,2,2,1,1,1,1,2,1,3,0,0,1,0,1,1,0,1,0,0,0,0,0
110110473,2022,52,6.7,3,9,44,3,1,5,5,6,7,2,9,5,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0
300190450,2022,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203511347,2022,6,5.7,0,3,6,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103910452,2022,21,9.3,2,4,13,2,2,0,3,0,3,2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
110110279,2022,62,7.8,1,12,42,1,4,7,6,5,5,4,5,3,2,7,5,3,2,0,1,1,0,0,0,0,1,0,0
300513069,2022,1,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203790188,2022,10,8.5,0,1,8,0,1,0,0,0,2,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108610537,2022,12,6.2,0,4,11,0,4,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109610225,2022,52,5.7,5,18,45,5,7,6,9,3,4,3,2,3,3,2,0,3,1,0,1,0,0,0,0,0,0,0,0
300590623,2022,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107210914,2022,55,8.3,0,5,37,0,3,2,5,8,6,4,2,3,4,7,1,3,2,1,1,2,0,1,0,0,0,0,0
100410712,2022,41,9.0,2,8,28,2,3,3,1,1,6,1,3,4,4,0,4,1,1,1,2,1,1,0,0,2,0,0,0
201110395,2022,8,10.1,0,1,4,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
107210923,2022,14,4.6,3,7,12,3,2,2,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
300850203,2022,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203790206,2022,20,5.9,1,6,17,1,2,3,2,4,0,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
201110402,2022,32,6.7,2,10,25,2,7,1,2,3,2,2,5,1,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0
203410623,2022,6,10.2,0,2,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
102410036,2022,62,9.6,2,9,37,2,4,3,5,4,6,2,4,5,2,4,3,3,2,0,3,2,3,1,1,0,1,2,0
110190098,2022,1,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209410051,2022,20,7.6,2,4,14,2,2,0,0,2,4,2,0,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0
108630347,2022,47,10.5,1,6,26,1,3,2,3,1,3,7,2,4,0,4,1,2,1,2,1,1,1,1,2,1,4,0,0
201110395,2021,5,10.8,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
110190098,2021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203511347,2021,5,7.0,0,1,4,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102510423,2021,16,5.3,2,8,14,2,4,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
105710112,2021,72,6.5,9,21,57,9,5,7,9,8,5,2,5,4,3,3,2,3,4,1,0,0,1,1,0,0,0,0,0
106710251,2021,13,7.7,2,5,8,2,2,1,1,1,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0
106910407,2021,72,8.0,2,15,52,2,7,6,7,6,7,3,7,6,1,2,2,3,3,2,3,0,1,3,0,0,0,1,0
204090153,2021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107090298,2021,62,7.6,4,14,46,4,6,4,4,7,6,2,2,6,5,3,4,2,1,2,1,0,1,1,1,0,0,0,0
108990436,2021,25,6.7,3,6,20,3,1,2,3,1,0,3,7,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0
102530312,2021,50,8.3,4,13,31,4,3,6,8,1,2,1,3,1,2,4,3,2,2,1,4,0,0,0,1,1,1,0,0
102530321,2021,5,11.0,1,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
111810862,2021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111810659,2021,58,6.4,5,22,46,5,11,6,7,4,6,3,3,1,0,2,0,1,1,1,2,1,2,0,2,0,0,0,0
111830539,2021,12,9.2,1,3,9,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
111810668,2021,15,5.1,1,5,14,1,2,2,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102610758,2021,3,9.7,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106110336,2021,10,7.7,0,1,8,0,0,1,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
106110521,2021,53,9.5,8,12,29,8,1,3,4,4,3,1,0,1,4,3,2,3,3,4,1,2,1,1,1,0,2,1,0
111830521,2021,58,7.8,1,13,38,1,7,5,7,5,4,3,4,1,1,5,3,1,4,3,1,1,0,2,0,0,0,0,0
300190451,2021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300190450,2021,1,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300513069,2021,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104310394,2021,3,3.3,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100410712,2021,13,7.8,1,5,9,1,3,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
201110402,2021,25,8.4,2,3,17,2,1,0,4,2,3,1,1,1,2,0,2,0,3,0,1,0,1,1,0,0,0,0,0
102410036,2021,62,6.0,12,21,53,12,4,5,9,3,6,5,1,1,7,0,4,2,0,0,2,0,0,0,0,0,0,1,0
108630347,2021,47,7.6,3,18,32,3,9,6,2,3,3,2,1,1,2,2,2,0,2,3,3,1,0,0,1,0,1,0,0
108610528,2021,47,7.6,2,12,35,2,2,8,5,8,2,0,7,1,0,0,2,3,1,2,0,1,0,0,1,0,1,1,0
112511051,2021,25,8.1,3,6,18,3,2,1,1,3,3,3,1,1,0,0,1,2,0,0,1,0,0,1,0,0,1,1,0
200510534,2021,41,5.2,2,11,40,2,6,3,8,4,8,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103310476,2021,62,8.9,6,15,41,6,0,9,1,8,6,3,2,2,4,0,0,4,3,2,2,4,3,1,0,0,0,1,1
200510543,2021,12,6.8,0,2,11,0,2,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202090283,2021,4,8.8,0,0,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202512127,2021,9,7.7,0,1,8,0,0,1,0,2,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202512136,2021,50,4.0,14,33,45,14,7,12,2,4,1,3,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0
201710089,2021,3,10.3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
103910452,2021,9,7.0,2,2,8,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202710102,2021,5,6.4,1,2,5,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204590546,2021,1,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204511071,2021,14,6.8,3,7,10,3,3,1,0,0,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
108610537,2021,12,6.3,1,4,10,1,0,3,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
204790563,2021,2,2.0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210494,2021,4,9.3,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
300850203,2021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209410051,2021,17,7.9,0,3,12,0,1,2,2,0,1,3,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0
203410623,2021,7,9.6,0,1,4,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
200210501,2021,25,4.4,4,13,24,4,4,5,3,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203790206,2021,15,4.5,2,6,15,2,1,3,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202090284,2021,14,3.4,3,6,14,3,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107210923,2021,14,3.1,4,10,14,4,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200510728,2021,30,5.2,1,11,27,1,5,5,7,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
107210914,2021,55,8.3,0,6,39,0,3,3,4,7,7,8,2,2,3,2,4,3,1,1,2,0,0,3,0,0,0,0,0
110710149,2021,9,6.6,1,3,7,1,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
109610225,2021,52,4.9,3,23,48,3,10,10,6,6,4,3,3,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110110279,2021,62,6.2,0,25,49,0,11,14,5,5,7,3,1,3,0,3,4,1,2,0,0,1,0,1,0,0,1,0,0
110110473,2021,52,5.8,6,16,48,6,7,3,6,4,5,6,6,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0
203511356,2021,30,5.8,2,9,28,2,4,3,2,4,5,1,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103530257,2021,31,7.5,2,11,23,2,4,5,2,0,2,2,1,4,1,3,0,0,0,2,1,1,0,0,0,0,0,0,1
103510729,2021,62,7.8,9,21,42,9,5,7,2,4,3,5,4,2,1,2,3,2,2,2,2,2,2,1,1,0,1,0,0
300111174,2021,4,9.8,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204090152,2021,20,6.5,7,8,15,7,0,1,2,0,0,1,0,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0
108990437,2021,7,4.3,1,4,7,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710098,2021,1,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202710271,2021,11,1.9,6,10,11,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204790562,2021,3,3.7,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201790233,2021,1,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102510414,2021,58,8.8,2,14,38,2,2,10,1,4,3,5,4,2,5,2,2,4,2,3,3,1,1,0,1,0,0,1,0
203410632,2021,27,3.1,13,19,26,13,6,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203790188,2021,10,7.4,1,3,7,1,1,1,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
109610227,2021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710653,2021,3,7.0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109610224,2021,10,3.4,3,5,10,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204511071,2020,15,6.6,1,3,12,1,1,1,4,1,2,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
204711554,2020,2,8.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108610528,2020,47,8.9,2,9,28,2,2,5,2,4,3,5,1,0,4,2,7,3,1,1,1,0,0,3,1,0,0,0,0
200210501,2020,22,7.7,1,6,16,1,3,2,4,2,1,1,0,0,2,0,0,2,1,0,0,2,0,0,0,0,0,1,0
102510414,2020,58,10.1,0,11,32,0,4,7,4,3,3,0,2,4,5,4,1,2,2,5,2,3,0,3,2,1,1,0,0
108630347,2020,47,10.3,2,5,28,2,1,2,2,4,3,3,2,6,3,0,2,3,1,4,0,4,0,1,2,0,1,1,0
102410036,2020,62,8.4,2,16,39,2,5,9,7,4,3,5,1,2,1,6,3,1,2,2,1,1,2,3,0,0,2,0,0
202010948,2020,15,4.7,1,7,13,1,4,2,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
203410623,2020,8,9.4,0,1,4,0,0,1,1,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
106910407,2020,72,8.6,1,10,48,1,1,8,7,9,4,4,3,6,5,4,4,3,3,6,0,1,2,0,0,0,1,0,0
201110402,2020,21,5.9,3,7,17,3,2,2,2,2,2,2,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
203410632,2020,30,2.5,13,25,29,13,10,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200510728,2020,30,8.0,0,7,22,0,1,6,3,2,3,5,1,1,0,0,1,0,1,1,3,0,1,0,1,0,0,0,0
107210923,2020,14,5.4,0,4,14,0,2,2,2,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300850203,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100410712,2020,32,10.1,1,4,20,1,0,3,2,4,5,0,0,3,2,2,1,2,0,0,0,1,0,2,0,1,0,1,2
104310394,2020,3,4.7,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107210914,2020,55,10.1,0,7,34,0,1,6,0,4,3,6,2,5,7,5,1,3,2,1,1,2,1,1,1,1,1,1,0
109610225,2020,52,5.7,2,18,47,2,11,5,6,4,5,4,4,1,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0
300513069,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106710251,2020,16,9.7,0,3,8,0,1,2,0,2,1,0,1,0,1,1,0,3,1,1,1,0,1,0,0,0,0,0,0
110110279,2020,62,7.6,1,10,48,1,7,2,6,8,4,3,8,6,3,1,3,2,3,3,1,1,0,0,0,0,0,0,0
300190450,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111830521,2020,58,8.6,0,13,37,0,8,5,3,7,3,3,2,6,0,0,5,4,3,4,1,1,1,0,1,0,0,0,1
300190451,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109610224,2020,10,5.6,1,4,10,1,1,2,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110110473,2020,52,6.7,3,13,45,3,6,4,6,6,3,5,1,6,5,0,1,1,3,1,0,0,1,0,0,0,0,0,0
106110521,2020,62,9.0,2,11,36,2,3,6,6,4,7,0,3,1,4,5,2,6,4,1,3,1,2,0,1,0,0,1,0
203790188,2020,20,9.8,1,4,10,1,0,3,1,1,2,0,0,0,2,2,4,1,0,0,0,0,0,0,2,0,1,0,0
203511356,2020,28,7.6,1,5,21,1,2,2,6,0,0,3,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
106110336,2020,10,6.0,0,2,9,0,0,2,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103530257,2020,56,8.9,3,9,37,3,2,4,2,6,4,4,5,4,3,3,3,4,2,0,2,0,1,1,1,1,0,0,1
102610758,2020,5,5.0,1,1,5,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710653,2020,4,6.0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103510729,2020,62,8.4,6,14,42,6,2,6,6,6,3,6,1,3,3,2,5,2,1,1,1,3,1,0,0,0,2,2,0
204010175,2020,20,9.1,3,4,13,3,1,0,2,3,1,2,0,1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,0
204010184,2020,4,5.8,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111810668,2020,15,4.5,0,5,14,0,3,2,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111810862,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203511347,2020,5,7.4,1,1,4,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107010537,2020,62,8.6,4,9,42,4,2,3,4,7,7,3,5,3,4,6,2,1,1,3,0,2,1,1,1,1,0,1,0
300111174,2020,4,2.0,2,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111830539,2020,15,7.8,0,2,11,0,1,1,4,1,0,1,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0
102510423,2020,15,5.6,2,6,14,2,3,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108990437,2020,6,9.3,0,1,5,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201710098,2020,1,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111810659,2020,58,8.5,4,14,38,4,3,7,1,6,9,2,1,3,2,2,5,0,1,2,3,2,1,1,3,0,0,0,0
202710271,2020,6,3.3,0,3,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102530321,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204590545,2020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204711545,2020,3,9.7,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202010939,2020,5,8.6,0,1,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
108610537,2020,12,8.1,1,3,9,1,1,1,0,1,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
103310476,2020,62,10.1,4,6,34,4,1,1,4,2,8,2,3,6,3,4,3,3,2,2,4,3,5,0,0,2,0,0,0
200510543,2020,12,4.6,1,4,12,1,1,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205710677,2020,5,13.0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
201790233,2020,1,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210494,2020,7,9.4,0,1,4,0,0,1,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
200510534,2020,41,6.9,2,14,31,2,7,5,7,2,1,3,2,1,1,2,1,1,0,2,0,1,1,0,1,1,0,0,0
202512127,2020,7,12.7,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0
103910452,2020,8,5.6,1,2,7,1,1,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110710149,2020,10,6.3,2,4,8,2,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
112511051,2020,64,9.7,7,12,38,7,2,3,3,3,3,3,6,5,3,3,3,4,1,1,3,2,3,2,2,0,0,2,0
102530312,2020,50,9.4,1,6,30,1,3,2,5,6,3,1,1,4,4,2,3,4,2,2,1,2,1,1,1,0,0,0,1
202512136,2020,44,5.3,6,18,39,6,4,8,7,5,3,1,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
108990436,2020,25,8.4,2,4,17,2,1,1,6,0,2,0,3,2,0,0,1,1,1,0,2,2,0,1,0,0,0,0,0
201710089,2020,4,5.5,0,1,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105710112,2020,72,8.0,8,16,54,8,3,5,4,6,5,8,10,0,5,3,1,1,1,4,2,1,1,1,1,1,0,1,0
205710686,2020,3,4.0,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201110395,2020,5,8.4,0,0,4,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202710102,2020,11,9.7,1,3,6,1,1,1,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0
204590546,2020,5,4.2,2,3,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200510543,2019,8,5.9,2,5,6,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
111810862,2019,1,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205710677,2019,4,9.3,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111810668,2019,15,6.6,0,3,13,0,1,2,1,1,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
103910522,2019,5,9.4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
202010939,2019,3,8.7,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
