program_code,year,placed_pref_uni_devlet_count,placed_pref_uni_vakif_count,placed_pref_uni_kktc_count,placed_pref_uni_yurt_disi_count
204090118,2020,9,20,0,0
201770056,2020,12,46,0,0
206190357,2020,41,47,0,0
300290409,2020,26,6,11,0
108750535,2020,429,1,0,0
200651212,2020,16,28,0,0
201770065,2020,81,54,0,0
108290231,2020,425,3,0,0
300490467,2020,0,0,7,0
111871254,2020,436,6,1,0
111890208,2020,510,25,0,0
100351216,2020,898,16,0,0
201750061,2020,109,210,0,0
102750323,2020,637,11,0,0
201770047,2020,0,0,0,0
108850313,2020,336,20,0,0
107050166,2020,825,4,0,0
100950275,2020,446,4,0,0
202390194,2020,70,376,0,0
201290274,2020,37,65,0,0
111850146,2020,535,20,0,0
300490469,2020,1,4,1,0
109150202,2020,708,3,0,0
107350939,2020,595,3,0,0
108350636,2020,273,11,0,0
207450028,2020,39,60,0,0
106750532,2020,671,13,0,0
112553188,2020,608,3,0,0
103451657,2020,231,6,0,0
102652002,2020,428,1,0,0
108953078,2020,657,27,0,0
206190358,2020,67,332,0,0
104750283,2020,642,4,2,0
108050181,2020,339,18,0,0
104270556,2020,213,3,0,0
100451648,2020,617,2,0,0
104351143,2020,459,5,0,0
100550013,2020,264,0,0,0
101350506,2020,432,1,0,0
112450951,2020,545,25,0,0
103271336,2020,499,1,0,0
103951361,2020,437,13,5,0
100751593,2020,782,25,0,0
106250819,2020,659,20,0,0
100250643,2020,424,12,0,0
201750043,2020,14,11,0,0
102551395,2020,611,8,0,1
201750052,2020,47,38,0,0
100950584,2020,225,0,0,0
102590179,2020,488,3,7,0
202390193,2020,27,67,0,0
201290275,2020,202,405,0,0
106951034,2020,719,47,0,0
207450046,2020,53,151,0,0
100390131,2020,0,0,0,0
202790372,2020,113,356,0,0
103251535,2020,487,0,0,0
102050348,2020,263,0,0,0
207450019,2020,10,3,0,0
103271593,2020,768,7,0,0
105150374,2020,540,12,0,0
205590058,2020,51,50,0,0
109770175,2020,673,1,0,0
205590057,2020,7,6,0,0
204752896,2020,24,50,0,0
108951407,2020,575,7,2,0
100771022,2020,720,16,0,0
300290410,2020,0,0,0,0
110750306,2020,494,0,0,0
103251792,2020,731,3,4,0
101890049,2020,411,2,0,0
204950147,2020,50,83,0,0
204090117,2020,90,60,0,0
104250225,2020,390,15,0,0
106970613,2020,423,51,0,0
103850267,2020,764,8,0,0
102850225,2020,562,6,1,0
106950575,2020,577,17,0,0
204950413,2020,1,22,0,0
109451957,2020,645,40,0,0
209110025,2020,118,290,0,0
300290408,2020,0,0,0,0
209110026,2019,69,141,0,0
102750323,2019,609,12,2,0
206190358,2019,139,679,0,0
109770175,2019,721,2,0,0
107350939,2019,672,9,0,0
206190357,2019,11,38,0,0
102050348,2019,215,0,0,0
101550461,2019,637,6,0,0
100850567,2019,546,0,0,1
103150177,2019,697,5,0,0
100351216,2019,959,25,0,0
101350506,2019,266,15,0,0
100451648,2019,485,1,0,0
103451657,2019,275,2,0,0
101990029,2019,641,30,1,0
100771022,2019,727,13,1,0
209110024,2019,26,42,2,0
106450129,2019,517,6,0,0
104151048,2019,674,47,0,0
200651212,2019,86,24,0,0
200651442,2019,136,116,0,0
200651142,2019,25,19,0,0
100950275,2019,410,2,0,0
102150498,2019,220,8,0,0
106750532,2019,476,31,0,0
100550013,2019,265,2,0,0
100250643,2019,466,14,0,0
106951034,2019,791,35,1,1
300490468,2019,6,0,10,0
300490466,2019,0,0,0,0
106970613,2019,387,48,0,0
103350678,2019,511,11,0,0
101890049,2019,551,5,0,0
204090115,2019,159,57,0,0
104350499,2019,580,12,0,0
209110025,2019,44,87,0,0
107950112,2019,761,33,0,0
204090118,2019,43,31,5,0
108290231,2019,438,15,0,0
111850146,2019,586,4,0,0
200651451,2019,2,10,0,0
107050166,2019,681,15,0,0
108350636,2019,411,8,0,0
108050181,2019,374,2,0,0
100950584,2019,144,1,0,0
108953078,2019,557,4,0,0
102551395,2019,624,2,0,0
109750268,2019,773,12,0,0
103271336,2019,423,7,0,0
102590179,2019,573,11,0,0
103271593,2019,608,4,0,0
103251535,2019,513,6,0,0
108951407,2019,500,4,0,0
204090117,2019,96,55,0,0
103251792,2019,573,12,0,0
204090116,2019,81,62,0,0
106950575,2019,710,50,0,0
102850225,2019,551,22,0,0
100650472,2019,672,16,0,0
112370746,2019,551,4,0,0
102550485,2019,612,13,0,0
103451684,2019,309,32,0,0
103170172,2019,704,26,0,0
204950156,2019,81,284,0,0
108170818,2019,648,11,0,0
204950208,2019,122,238,0,0
204753301,2019,78,374,4,0
202790370,2019,14,22,0,0
108150956,2019,641,6,0,0
201770056,2019,5,15,0,0
201770065,2019,76,122,0,0
108750535,2019,414,18,0,0
201750061,2019,84,255,0,0
111871254,2019,505,7,0,0
300490467,2019,1,0,10,0
201770047,2019,7,20,0,0
108850313,2019,246,29,0,0
201790248,2019,34,73,0,0
207450055,2019,7,29,0,0
109150202,2019,645,29,0,0
207450028,2019,21,40,0,0
112553188,2019,696,4,0,0
300490469,2019,0,0,0,0
102652002,2019,584,4,0,0
104750283,2019,676,3,0,0
104270556,2019,229,7,0,0
104351143,2019,346,1,0,0
112450951,2019,613,25,1,0
103951361,2019,461,9,0,0
201750043,2019,1,47,0,0
106250819,2019,654,6,0,0
201750052,2019,24,29,0,0
202790371,2019,110,149,0,0
207450046,2019,183,347,0,0
105150374,2019,390,3,0,0
202790372,2019,90,200,0,0
207450019,2019,0,12,0,0
205590058,2019,44,53,0,0
205590057,2019,44,24,0,0
204752896,2019,8,17,2,0
205590056,2019,0,0,0,0
110750306,2019,463,6,0,0
104250225,2019,303,3,0,0
100751593,2019,784,15,0,0
204950147,2019,11,29,0,0
103850267,2019,817,0,0,0
109451957,2019,579,50,0,0
100390131,2019,4,1,0,0
109610227,2024,9,0,0,0
108690415,2024,0,0,0,0
103910452,2024,628,26,0,0
110710149,2024,416,6,0,0
200510728,2024,97,212,0,0
200210501,2024,100,155,0,0
200210494,2024,31,21,0,0
201110395,2024,23,47,0,0
108610537,2024,230,0,0,0
202090284,2024,17,29,0,0
201710653,2024,26,39,0,0
201790233,2024,61,66,0,0
202710271,2024,20,49,0,0
210402222,2024,118,83,0,0
204790562,2024,24,42,0,0
209410152,2024,241,230,0,0
203490349,2024,32,48,3,0
203410632,2024,97,139,0,0
203790188,2024,48,40,0,0
109610224,2024,160,13,0,0
110190098,2024,22,0,0,0
203511347,2024,37,22,0,0
105710112,2024,1171,46,2,0
106710251,2024,638,42,0,0
106910407,2024,1098,56,0,0
204090153,2024,52,13,0,0
107090298,2024,1052,47,0,0
108990436,2024,419,13,0,0
111810659,2024,999,49,0,0
111810668,2024,277,10,0,0
102610758,2024,300,2,0,0
106110521,2024,623,15,0,0
300490550,2024,0,0,0,0
300190451,2024,13,0,5,0
300190450,2024,44,12,14,0
300513069,2024,0,0,0,0
300590623,2024,0,0,0,0
100410712,2024,831,7,0,0
201110402,2024,31,47,0,0
102410036,2024,977,20,0,0
108610528,2024,772,9,0,0
103990350,2024,305,7,0,0
112511051,2024,1343,20,0,0
200510534,2024,4,60,0,0
200510543,2024,125,75,0,0
202090283,2024,26,26,0,0
202512127,2024,82,36,0,0
202512136,2024,13,113,0,0
202710102,2024,96,85,1,0
204790563,2024,19,21,0,0
209410051,2024,198,263,0,0
203410623,2024,50,54,0,0
203790206,2024,20,99,3,0
107210923,2024,278,10,0,0
107210914,2024,909,88,0,0
109610225,2024,819,62,0,0
110110279,2024,976,35,0,0
110110473,2024,759,48,0,0
203511356,2024,189,262,5,0
103510729,2024,1069,47,0,0
204090152,2024,63,19,0,0
108990437,2024,178,6,0,0
102510414,2024,929,22,0,0
102510423,2024,286,4,8,0
111810862,2024,0,0,0,0
103310476,2024,1011,45,1,0
300490543,2024,9,0,8,0
300850203,2024,0,0,0,0
300111174,2024,40,17,46,0
103510729,2023,983,22,0,0
103310476,2023,935,43,0,0
102610758,2023,449,17,0,0
112511051,2023,1139,55,4,0
204790563,2023,39,68,0,0
107090298,2023,918,52,0,0
110190098,2023,19,0,1,0
106110336,2023,364,26,0,0
201710653,2023,8,27,0,0
209410152,2023,129,261,0,0
103530257,2023,967,15,0,0
202590435,2023,0,0,0,0
111830521,2023,887,16,0,0
106110521,2023,1057,32,4,0
108990436,2023,374,12,0,0
109610227,2023,22,0,0,0
203511356,2023,225,254,0,0
300111174,2023,104,26,44,0
300490543,2023,0,0,7,0
300490550,2023,0,0,0,0
300850227,2023,0,0,0,0
202512136,2023,99,469,2,0
106710251,2023,508,16,1,0
300190451,2023,13,9,42,0
201110395,2023,67,80,0,0
102530312,2023,887,10,0,1
202090284,2023,7,128,0,0
110110473,2023,660,54,0,0
200210501,2023,163,235,0,0
300190450,2023,17,6,28,0
109610224,2023,148,12,0,0
204790562,2023,11,31,0,0
200510534,2023,64,531,0,0
102530321,2023,284,4,2,0
300513069,2023,15,0,22,0
110110279,2023,787,40,0,0
108610528,2023,685,6,0,0
203410632,2023,197,241,0,0
200510728,2023,130,258,0,0
210402222,2023,89,111,0,0
102510414,2023,922,14,0,0
203790188,2023,80,38,0,0
300590623,2023,0,0,0,0
202710102,2023,22,75,0,0
109610225,2023,666,68,0,0
100410712,2023,693,39,13,0
111810659,2023,850,28,0,0
105710112,2023,842,55,3,0
202512127,2023,110,45,0,0
107210914,2023,725,82,0,0
200210494,2023,32,20,0,0
107210923,2023,192,15,0,0
202710271,2023,15,55,0,0
201790233,2023,78,91,0,0
201110402,2023,95,347,5,0
111830539,2023,215,0,0,0
203790327,2023,0,0,0,0
203790206,2023,83,334,1,0
300850203,2023,0,0,0,0
200510543,2023,94,54,0,0
203410623,2023,21,59,0,0
102410036,2023,847,52,1,0
110710149,2023,368,2,1,0
203511347,2023,53,31,0,0
106910407,2023,1070,88,0,0
103990350,2023,200,11,4,0
108990437,2023,102,10,0,0
108630347,2023,643,15,2,0
102510423,2023,207,3,0,0
209410051,2023,213,258,0,0
111810668,2023,194,4,0,0
202090283,2023,17,23,0,0
204090153,2023,25,44,0,0
103910452,2023,612,5,9,0
204090152,2023,68,24,0,0
108610537,2023,171,2,0,0
106910407,2022,1041,91,1,0
204790563,2022,52,174,0,0
108610528,2022,721,24,0,0
204511071,2022,47,69,0,0
202710102,2022,86,108,2,0
112511051,2022,815,19,6,0
203410632,2022,147,209,0,0
202512136,2022,138,622,0,0
103310476,2022,967,32,0,0
200510534,2022,96,404,1,0
202512127,2022,99,45,0,0
202090283,2022,14,32,0,0
200510543,2022,71,84,0,0
204090153,2022,22,16,0,0
201790233,2022,110,108,0,0
209410152,2022,123,267,2,0
110710149,2022,365,9,1,0
107090298,2022,950,56,0,0
108990436,2022,304,14,0,0
109610224,2022,124,26,0,0
204790562,2022,23,18,4,0
102530312,2022,774,32,0,0
102510414,2022,882,29,0,0
102530321,2022,194,5,0,0
102510423,2022,246,4,0,0
202710271,2022,62,212,0,0
111810659,2022,803,33,1,0
105710112,2022,974,76,0,0
200210501,2022,99,178,0,0
111830539,2022,226,10,0,0
108990437,2022,101,0,0,0
200210494,2022,19,44,0,0
204090152,2022,39,20,0,0
111810668,2022,215,2,0,0
103510729,2022,1053,31,0,0
300111174,2022,53,13,50,0
102610758,2022,335,0,0,0
201710653,2022,16,35,0,0
200510728,2022,122,273,0,0
103530257,2022,954,27,2,0
106110336,2022,119,6,0,0
109610227,2022,19,1,0,0
203511356,2022,155,268,0,0
106110521,2022,867,27,1,0
111830521,2022,841,43,0,0
202090284,2022,28,146,0,0
300190451,2022,0,0,0,0
106710251,2022,295,59,0,0
110110473,2022,503,71,0,0
300190450,2022,0,0,0,0
203511347,2022,41,24,0,0
103910452,2022,324,21,0,0
110110279,2022,720,93,0,0
300513069,2022,0,0,16,0
203790188,2022,69,59,0,0
108610537,2022,169,7,0,0
109610225,2022,540,75,0,0
300590623,2022,0,0,0,0
107210914,2022,671,126,0,0
100410712,2022,666,20,1,0
201110395,2022,60,57,5,0
107210923,2022,119,14,0,0
300850203,2022,0,0,0,0
203790206,2022,57,198,0,0
201110402,2022,69,350,3,0
203410623,2022,55,51,0,0
102410036,2022,850,44,0,0
110190098,2022,20,0,4,0
209410051,2022,127,205,0,0
108630347,2022,695,15,1,0
201110395,2021,63,23,0,0
110190098,2021,0,0,0,0
203511347,2021,36,34,0,0
102510423,2021,166,0,0,0
105710112,2021,884,76,2,0
106710251,2021,178,31,4,0
106910407,2021,917,58,0,0
204090153,2021,0,0,0,0
107090298,2021,998,28,0,0
108990436,2021,289,14,0,0
102530312,2021,770,58,0,0
102530321,2021,91,2,0,0
111810862,2021,0,0,0,0
111810659,2021,746,29,0,0
111830539,2021,258,3,0,0
111810668,2021,193,5,5,0
102610758,2021,37,6,0,0
106110336,2021,181,0,0,0
106110521,2021,897,20,0,0
111830521,2021,870,28,0,0
300190451,2021,0,0,0,0
300190450,2021,13,0,3,0
300513069,2021,14,0,8,0
104310394,2021,51,0,0,0
100410712,2021,256,1,1,0
201110402,2021,78,252,0,0
102410036,2021,805,41,0,0
108630347,2021,741,23,0,0
108610528,2021,618,20,0,0
112511051,2021,485,25,0,0
200510534,2021,57,386,3,0
103310476,2021,1031,47,0,0
200510543,2021,57,104,0,0
202090283,2021,41,34,0,0
202512127,2021,61,71,0,0
202512136,2021,69,494,0,0
201710089,2021,7,29,0,0
103910452,2021,127,5,0,0
202710102,2021,35,48,0,0
204590546,2021,0,6,0,0
204511071,2021,109,130,7,0
108610537,2021,191,9,2,0
204790563,2021,11,14,0,0
200210494,2021,34,32,0,0
300850203,2021,0,0,0,0
209410051,2021,170,161,0,0
203410623,2021,55,69,0,0
200210501,2021,116,227,0,0
203790206,2021,44,179,0,0
202090284,2021,78,106,0,0
107210923,2021,130,8,0,0
200510728,2021,102,205,0,0
107210914,2021,693,165,0,0
110710149,2021,130,5,0,0
109610225,2021,628,123,0,0
110110279,2021,737,112,2,0
110110473,2021,570,75,0,0
203511356,2021,139,226,0,0
103530257,2021,508,18,1,0
103510729,2021,922,9,0,0
300111174,2021,35,14,18,0
204090152,2021,242,59,0,0
108990437,2021,149,5,0,0
201710098,2021,1,8,0,0
202710271,2021,36,90,0,0
204790562,2021,31,12,4,0
201790233,2021,1,4,0,0
102510414,2021,881,22,0,0
203410632,2021,81,198,0,0
203790188,2021,63,74,0,0
109610227,2021,0,0,0,0
201710653,2021,8,17,0,0
109610224,2021,105,39,0,0
204511071,2020,106,124,0,0
204711554,2020,9,28,0,0
108610528,2020,695,28,0,0
200210501,2020,117,193,0,0
102510414,2020,937,13,0,0
108630347,2020,835,6,0,0
102410036,2020,840,32,0,0
202010948,2020,41,135,0,0
203410623,2020,94,58,0,0
106910407,2020,975,51,3,0
201110402,2020,78,193,0,0
203410632,2020,99,212,0,0
200510728,2020,152,235,0,0
107210923,2020,183,3,0,0
300850203,2020,0,0,0,0
100410712,2020,554,12,0,0
104310394,2020,47,1,0,0
107210914,2020,747,99,2,0
109610225,2020,639,87,0,0
300513069,2020,0,0,0,0
106710251,2020,254,21,0,0
110110279,2020,892,68,0,0
300190450,2020,0,0,0,0
111830521,2020,830,44,0,0
300190451,2020,0,0,0,0
109610224,2020,161,10,0,0
110110473,2020,629,43,0,0
106110521,2020,1152,16,0,0
203790188,2020,215,134,0,0
203511356,2020,180,213,0,0
106110336,2020,156,14,1,0
103530257,2020,889,25,2,0
102610758,2020,71,0,0,0
201710653,2020,29,19,0,0
103510729,2020,944,21,2,0
204010175,2020,226,74,1,0
204010184,2020,32,17,0,0
111810668,2020,148,0,0,0
111810862,2020,0,0,0,0
203511347,2020,70,32,0,0
107010537,2020,1064,25,0,0
300111174,2020,29,7,18,0
111830539,2020,259,4,0,0
102510423,2020,220,4,0,0
108990437,2020,88,2,0,0
201710098,2020,20,4,0,0
111810659,2020,797,36,1,0
202710271,2020,29,80,0,0
102530321,2020,0,0,0,0
204590545,2020,0,0,0,0
204711545,2020,35,29,0,0
202010939,2020,54,24,0,0
108610537,2020,177,13,0,0
103310476,2020,1005,28,0,0
200510543,2020,83,64,0,0
205710677,2020,37,44,5,0
201790233,2020,0,10,0,0
200210494,2020,41,54,0,0
200510534,2020,69,459,0,0
202512127,2020,89,40,4,0
103910452,2020,101,0,0,0
110710149,2020,138,0,0,0
112511051,2020,1164,18,0,0
102530312,2020,784,22,0,0
202512136,2020,104,479,2,0
108990436,2020,489,18,2,0
201710089,2020,36,15,0,0
105710112,2020,967,75,0,0
205710686,2020,12,29,0,0
201110395,2020,35,30,0,0
202710102,2020,85,99,0,0
204590546,2020,6,54,0,0
200510543,2019,29,47,2,0
111810862,2019,10,1,0,0
205710677,2019,38,36,0,0
111810668,2019,191,13,0,0
103910522,2019,100,0,0,0
202010939,2019,19,17,0,0
103510729,2019,878,27,0,0
106930271,2019,931,53,4,1
202010948,2019,1,60,0,0
204010175,2019,135,61,0,0
202512136,2019,66,313,1,0
204010184,2019,0,0,0,0
204711554,2019,2,22,0,0
112530569,2019,216,6,0,1
110710149,2019,224,6,0,0
203511347,2019,22,25,0,0
108630347,2019,756,21,4,0
204010809,2019,80,56,0,0
202710102,2019,13,20,0,0
108110348,2019,48,0,0,0
201710089,2019,26,26,0,0
102410036,2019,900,49,0,0
102510414,2019,894,26,0,0
201710292,2019,0,0,0,0
106130331,2019,166,19,2,0
107010537,2019,1026,55,0,0
205710898,2019,0,0,0,0
106910407,2019,986,108,4,0
108610537,2019,196,4,0,0
203410623,2019,37,16,0,0
203490139,2019,48,45,0,0
103310476,2019,1056,18,0,0
201110402,2019,11,43,0,0
111830539,2019,261,1,0,0
104310394,2019,32,2,0,0
202512287,2019,4,66,0,0
200510534,2019,36,372,0,0
201790231,2019,0,0,0,0
200211447,2019,103,170,1,0
100410712,2019,1196,31,2,0
203410632,2019,35,108,0,0
102530312,2019,893,32,0,0
107210923,2019,158,10,0,0
102510423,2019,231,4,0,0
111810659,2019,871,52,3,0
201710617,2019,62,77,0,0
100430488,2019,44,0,0,0
201710653,2019,13,26,0,0
202711472,2019,59,76,0,0
107210914,2019,699,81,3,0
200510728,2019,71,293,0,0
300190347,2019,0,0,0,0
202012062,2019,75,168,2,0
200210494,2019,22,27,0,0
106710251,2019,554,33,5,0
201710098,2019,0,0,0,0
300513069,2019,1,1,22,0
201790232,2019,45,100,0,0
111830521,2019,939,31,3,0
200210501,2019,52,96,0,0
300111174,2019,46,21,23,0
202512127,2019,21,21,0,0
110110279,2019,673,74,0,0
103910452,2019,243,0,0,0
105710112,2019,969,59,0,0
201110395,2019,58,40,0,0
203511365,2019,16,62,0,0
201790233,2019,0,0,0,0
102530321,2019,96,8,0,0
110110473,2019,512,75,0,0
205710686,2019,50,60,0,0
106110521,2019,1010,22,0,1
204511071,2019,11,30,0,0
106110336,2019,417,10,0,0
204511089,2019,0,0,0,0
112511051,2019,1223,9,1,1
203511356,2019,149,157,0,0
108610528,2019,669,21,0,0
102610758,2019,69,1,0,0
203790188,2019,173,170,0,0
204711545,2019,19,22,0,0
103530257,2019,941,40,0,0
109610031,2019,505,61,2,0
109610067,2019,84,14,0,0
106951307,2024,472,45,0,0
101050784,2024,1193,40,0,0
100950415,2024,668,4,0,0
102651861,2024,977,0,0,0
100350518,2024,700,6,0,0
101050784,2023,887,42,0,0
100350518,2023,472,4,0,0
102651861,2023,792,0,0,0
104250773,2023,252,13,0,0
106951307,2023,311,1,0,0
104290282,2022,0,0,0,0
101050784,2022,1434,28,0,0
104250773,2022,414,31,0,0
100350518,2022,652,9,3,0
106951307,2022,439,19,0,0
102651861,2022,678,0,0,0
106951307,2021,301,18,7,0
100350518,2021,125,6,4,0
104250773,2021,345,18,0,0
101050784,2021,1256,28,0,0
104290282,2021,0,0,0,0
102651861,2021,70,0,0,0
102651861,2020,262,0,0,0
100350518,2020,328,1,0,0
106951307,2020,424,3,0,0
104250773,2020,385,14,0,0
101050784,2020,1298,21,0,0
102651861,2019,331,0,0,0
101050784,2019,2882,52,0,0
104250773,2019,461,8,0,0
100350518,2019,385,5,0,0
106951307,2019,300,39,0,0
100490205,2024,361,4,0,0
100490210,2024,279,0,0,0
100490210,2023,326,0,0,0
100490205,2023,449,0,0,0
100490210,2022,251,0,0,0
100490205,2022,299,0,0,0
100490205,2021,7,0,0,0
100490210,2021,112,0,0,0
100490205,2020,84,0,0,0
100490210,2020,70,1,0,0
100490211,2020,0,0,0,0
101990041,2024,514,6,0,0
110750315,2024,480,4,7,0
103350509,2024,622,0,0,0
106190103,2024,455,0,0,0
103451348,2024,733,15,1,0
111851523,2024,562,3,0,0
106951625,2024,487,3,0,0
112270880,2024,249,10,0,0
110350955,2024,181,0,0,0
110750315,2023,462,0,3,0
103451348,2023,665,28,9,0
110350955,2023,202,10,2,0
101990041,2023,499,0,0,1
106951625,2023,475,18,0,0
111851523,2023,534,7,0,0
106190103,2023,460,2,0,0
103350509,2023,549,2,0,0
106951625,2022,435,30,0,0
101990041,2022,542,2,0,0
110350955,2022,365,7,0,0
111851523,2022,582,16,0,0
103451348,2022,693,31,0,0
110750315,2022,517,5,0,0
106190103,2022,357,0,0,0
103350509,2022,509,2,0,0
110350955,2021,61,18,0,0
106951625,2021,473,15,0,0
103451348,2021,663,11,3,0
110750315,2021,357,4,0,0
101990041,2021,34,0,0,0
111851523,2021,441,7,0,0
103350509,2021,58,0,0,0
106190103,2021,31,0,0,0
110350955,2020,70,0,0,0
106190103,2020,440,1,0,0
101990041,2020,349,1,0,0
106951625,2020,517,11,0,0
103350509,2020,267,1,0,0
110750315,2020,655,0,0,0
103451348,2020,755,26,0,0
111851523,2020,492,1,1,0
110350955,2019,358,0,0,0
103350509,2019,274,33,0,0
103451348,2019,772,36,0,3
110750315,2019,493,11,0,0
111851523,2019,619,3,0,0
106951625,2019,233,8,0,0
103290182,2024,395,4,0,0
108810386,2024,1478,55,2,0
201790258,2024,15,4,0,0
104111261,2024,953,39,0,0
106210432,2024,878,8,0,0
105510741,2024,637,14,0,0
200210476,2024,26,50,0,0
100410572,2024,326,3,0,0
106390143,2024,0,0,0,0
101610091,2024,19,0,0,0
106110566,2024,133,0,0,0
106690517,2024,415,34,0,0
108210683,2024,573,21,0,0
111810677,2024,685,16,0,0
102590601,2024,912,5,6,0
108990304,2024,468,14,0,0
105761144,2024,1167,13,0,0
110110455,2024,849,23,0,0
107210941,2024,265,19,1,0
111610785,2024,1049,71,0,0
107210553,2024,1077,53,0,0
107210932,2024,967,65,0,0
103910558,2024,0,0,0,0
105510371,2024,627,25,0,0
110110216,2024,1467,54,0,0
100410563,2024,36,0,0,0
201710105,2024,95,113,0,0
103110539,2024,1028,33,3,0
110010377,2024,898,69,0,0
107410648,2024,430,3,0,0
103590534,2024,314,22,0,0
106910416,2024,1353,31,1,0
200210467,2024,163,87,0,1
110790074,2024,0,0,0,0
111310949,2024,353,8,0,0
104111279,2024,355,18,0,0
103810259,2024,1039,18,0,0
107090299,2024,395,8,1,0
108410442,2024,653,62,0,0
103910549,2024,24,0,0,0
108610573,2024,388,7,0,0
103990322,2024,0,0,0,0
107610373,2024,828,21,18,0
101411046,2024,164,0,0,0
102410045,2024,910,23,0,0
108890178,2024,441,10,0,0
104210641,2024,208,4,0,0
101910273,2024,402,0,3,0
108610573,2023,341,5,0,0
103990322,2023,0,0,0,0
106910416,2023,1198,24,0,0
200210476,2023,22,40,0,0
110790074,2023,9,0,0,0
104210641,2023,119,3,0,0
110010377,2023,788,74,0,0
200210467,2023,112,118,0,0
106110566,2023,345,1,0,0
111310949,2023,204,3,0,0
104111261,2023,828,71,0,0
111610785,2023,993,99,2,0
107210941,2023,240,3,0,0
107210553,2023,943,60,0,0
103810259,2023,911,16,0,0
110110455,2023,617,17,5,0
105761144,2023,958,35,0,0
107610373,2023,715,18,1,0
107210932,2023,745,70,0,0
104111279,2023,284,18,0,0
108990304,2023,354,2,0,0
105510371,2023,740,26,0,0
108410442,2023,594,85,0,0
111810677,2023,572,22,0,0
108890178,2023,355,13,0,0
108830309,2023,696,23,0,0
110110216,2023,1400,108,4,0
107090299,2023,174,0,0,0
201710105,2023,25,23,0,0
102410045,2023,741,24,0,0
108210683,2023,448,7,0,0
108810386,2023,1342,53,0,0
103110539,2023,990,16,0,0
102510283,2023,786,20,2,0
107410648,2023,257,4,0,0
106210432,2023,779,27,5,0
106690221,2023,244,8,0,0
105510741,2023,638,49,0,0
201790258,2023,35,31,0,0
105510371,2022,770,47,0,0
108410442,2022,710,135,0,0
104210641,2022,120,1,0,0
110010377,2022,792,82,0,0
108610573,2022,362,14,0,0
201790258,2022,19,11,0,0
104111279,2022,274,15,0,0
200210467,2022,117,90,0,0
105510741,2022,654,60,0,0
111610785,2022,930,89,0,0
107210932,2022,702,63,0,0
110110216,2022,1325,85,0,0
103110539,2022,924,34,0,0
106910416,2022,1241,30,0,0
111310949,2022,146,2,1,0
107090299,2022,33,5,0,0
102510283,2022,879,29,0,0
107610373,2022,758,32,0,0
108890178,2022,363,7,0,0
108810386,2022,1313,50,0,0
106210432,2022,420,6,0,0
106110566,2022,133,5,2,0
200210476,2022,13,43,0,0
104111261,2022,832,71,0,0
102410045,2022,791,22,0,0
103810259,2022,830,17,0,0
107410648,2022,87,1,0,0
201710105,2022,16,28,0,0
107210553,2022,852,122,0,0
107210941,2022,195,12,0,0
110110455,2022,580,43,0,0
105761144,2022,1147,71,1,0
108990304,2022,62,0,0,0
111810677,2022,463,25,0,0
108830309,2022,794,22,2,0
108210683,2022,455,11,0,0
106690221,2022,81,17,0,0
106690221,2021,37,4,0,0
110010377,2021,755,64,0,0
108990304,2021,44,0,0,0
103110539,2021,1035,38,0,0
108210683,2021,220,12,0,0
108410442,2021,739,102,0,0
111810677,2021,236,6,0,0
107410648,2021,55,0,0,0
108830309,2021,475,39,0,0
104210641,2021,17,0,0,0
201790258,2021,0,0,0,0
106110566,2021,62,0,0,0
110110216,2021,1367,96,0,0
201710105,2021,31,22,0,0
106210432,2021,204,14,0,0
102410045,2021,935,14,0,0
200210476,2021,9,32,0,0
108810386,2021,1328,17,0,0
107210932,2021,690,58,0,0
105510371,2021,759,75,0,0
104111279,2021,275,25,0,0
111610785,2021,936,89,0,0
107210553,2021,846,108,1,0
102510283,2021,662,8,0,0
107090299,2021,112,13,2,0
108890178,2021,299,14,0,0
108610573,2021,48,0,0,0
107210941,2021,203,53,0,0
111310949,2021,25,0,0,0
200210467,2021,55,76,0,0
103810259,2021,914,10,0,0
105510741,2021,744,59,0,0
110110455,2021,738,28,0,0
104111261,2021,965,38,0,0
106910416,2021,1106,38,0,0
107610373,2021,726,13,6,0
201710105,2020,24,13,0,0
103810259,2020,830,15,0,0
107210553,2020,865,76,0,0
107090208,2020,148,7,0,0
103110539,2020,958,46,3,0
201790258,2020,7,2,0,0
110710158,2020,24,2,0,0
200210476,2020,33,39,0,0
108810386,2020,1399,27,0,0
108990304,2020,48,1,0,0
107210941,2020,183,4,0,0
104111279,2020,257,2,0,0
110010377,2020,783,68,0,0
102410045,2020,912,19,0,0
108610573,2020,119,2,0,0
110510106,2020,84,0,0,0
108410442,2020,673,74,0,0
105510741,2020,775,40,0,0
200210467,2020,57,19,0,0
104111261,2020,863,37,0,0
107210932,2020,652,68,0,0
111810677,2020,417,2,0,0
106910416,2020,1115,25,0,0
107610373,2020,787,23,1,0
104210641,2020,88,5,0,0
107410648,2020,66,0,0,0
108830309,2020,882,17,0,0
105510371,2020,845,47,9,0
110110216,2020,1358,65,5,0
111310949,2020,81,0,0,0
108890178,2020,343,6,0,0
106110566,2020,111,3,0,0
111610785,2020,968,35,0,0
106610385,2020,61,0,0,0
108210683,2020,480,8,0,0
110110455,2020,681,52,3,0
106210432,2020,1016,24,1,0
102510283,2020,809,13,0,1
104111279,2019,185,30,0,0
104111261,2019,840,54,0,0
107610373,2019,676,12,5,0
