program_code,year,placed_pref_uni_devlet_count,placed_pref_uni_vakif_count,placed_pref_uni_kktc_count,placed_pref_uni_yurt_disi_count
109370157,2024,505,0,0,0
208450804,2024,4,223,0,0
210100192,2024,57,93,0,1
102790178,2024,461,27,0,0
301390043,2024,9,3,1,0
208450749,2024,46,241,0,0
300590392,2024,47,12,154,0
106390206,2024,582,3,1,0
208450748,2024,24,62,0,0
210301340,2024,45,331,0,0
301710049,2024,11,0,5,0
110290209,2024,427,1,0,0
204890167,2024,25,218,0,0
204890160,2024,26,231,5,0
210100199,2024,3,12,0,0
105090347,2024,633,10,0,0
209210081,2024,55,50,0,0
104590125,2024,769,6,6,0
108790053,2023,509,3,0,0
101411143,2023,824,13,0,0
101011014,2023,481,51,2,0
204790576,2023,6,30,0,0
103890042,2023,474,14,1,0
201650353,2023,36,16,0,0
201650360,2023,71,101,2,0
104590125,2023,744,3,5,0
210402404,2023,186,468,9,0
104790060,2023,557,3,0,0
110790025,2023,643,4,0,0
205590081,2023,6,13,0,0
202990168,2023,15,34,0,0
105410275,2023,489,46,0,0
104210447,2023,432,45,0,0
200590191,2023,16,127,0,0
200851523,2023,38,59,0,0
100430567,2023,815,7,0,0
300190594,2023,41,18,87,0
208750173,2023,8,36,0,0
100711091,2023,1074,33,3,0
202412437,2023,23,269,3,0
208750238,2023,11,40,0,0
210301340,2023,138,812,14,0
202712373,2023,5,5,0,0
202590277,2023,6,167,4,0
201650367,2023,125,95,6,0
207590119,2023,130,187,0,0
209810036,2023,0,10,0,0
202790573,2023,45,101,3,0
209810037,2023,23,33,0,0
111210039,2023,357,22,0,0
201790271,2023,56,69,0,0
202790572,2023,28,58,0,0
107790272,2023,126,8,0,0
209210081,2023,27,54,0,0
107410666,2023,645,9,0,0
111711437,2023,608,50,0,0
300190580,2023,68,6,29,0
205590082,2023,147,104,27,0
210100206,2023,89,128,24,1
202990169,2023,49,197,1,0
200612283,2023,93,225,0,0
210100185,2023,43,10,0,0
200590190,2023,11,39,0,0
110510169,2023,807,20,1,0
300190587,2023,66,32,207,0
200851525,2023,30,191,0,0
201211171,2023,55,93,0,0
300850199,2023,36,0,19,0
201290481,2023,108,683,2,0
201990514,2023,74,477,0,0
300790066,2023,69,3,20,0
201990513,2023,23,69,0,0
202390647,2023,4,45,3,0
202390214,2023,28,52,0,0
202390654,2023,21,131,1,0
202412394,2023,18,102,0,0
300790067,2023,61,21,90,0
405290070,2023,20,3,0,9
210301333,2023,46,142,2,0
202512648,2023,36,289,5,2
202512269,2023,6,41,0,0
300312391,2023,137,11,120,0
207590118,2023,34,32,0,0
209810038,2023,80,213,0,0
300211385,2023,11,15,83,0
201790278,2023,149,374,10,0
201790376,2023,0,16,0,0
202790697,2023,26,145,2,0
202790739,2023,53,378,0,0
202712346,2023,51,74,0,0
300211552,2023,48,7,55,0
106190067,2023,670,13,0,0
202790574,2023,7,61,0,0
208750502,2023,1,31,0,0
208750369,2023,61,172,3,0
208750509,2023,0,0,0,0
208750175,2023,75,159,0,0
203111599,2023,33,73,0,0
105290039,2023,883,3,0,0
210402390,2023,88,102,0,0
210402397,2023,0,7,0,0
204790577,2023,77,237,2,0
204790538,2023,52,215,3,0
208151281,2023,17,30,3,0
208151260,2023,25,14,0,0
109370157,2023,483,7,16,0
205090047,2023,47,84,0,0
208450804,2023,19,261,0,0
208450749,2023,45,348,0,0
210100192,2023,83,86,3,0
208450748,2023,13,82,0,0
110290209,2023,357,0,0,0
204190770,2023,49,124,6,0
204810979,2023,29,263,2,0
204810997,2023,29,144,0,0
210100199,2023,8,18,0,0
206111845,2023,5,39,2,0
200310669,2023,37,10,0,0
206111836,2023,19,116,0,2
200390161,2023,172,122,12,1
203590150,2023,132,228,7,0
206410657,2023,227,137,7,1
102690125,2023,998,7,0,0
206090380,2023,175,139,16,0
106770729,2023,666,37,0,0
111890179,2023,713,14,0,0
107010361,2023,868,13,6,0
107030189,2023,768,10,0,0
108990533,2023,443,13,0,0
103290192,2023,408,8,0,0
108090080,2023,510,4,3,0
107690293,2023,818,28,2,0
112270820,2023,309,4,0,0
107190030,2023,528,12,11,0
203851861,2023,505,297,41,0
108010137,2023,845,6,0,0
107190035,2023,126,1,0,0
108390152,2023,643,15,0,0
105390405,2023,468,1,0,0
109090084,2023,341,11,4,0
109190035,2023,671,1,0,0
104390094,2023,865,0,1,0
210200395,2023,62,156,24,0
108930802,2023,860,4,0,0
108911611,2023,737,7,2,0
109590021,2023,834,3,0,0
101370277,2023,588,4,0,0
105090221,2023,232,0,0,0
106390057,2023,474,2,0,0
106910761,2023,691,14,0,1
101790170,2023,320,0,0,0
103390164,2023,573,11,0,0
300211561,2023,15,3,39,0
106490145,2023,853,1,0,0
300312416,2023,95,19,241,0
105990140,2023,799,7,2,0
206011219,2023,67,127,6,0
300411868,2023,144,51,210,0
101590217,2023,556,11,1,0
300411841,2023,39,0,73,0
300850200,2023,69,21,66,5
206011228,2023,15,26,0,0
300190573,2023,39,11,84,0
300190559,2023,78,1,44,0
100190154,2023,781,21,1,0
105761066,2023,703,12,0,0
301710049,2023,9,12,17,1
300590392,2023,136,71,164,0
301390045,2023,49,24,109,0
203590149,2023,2,31,0,0
301390043,2023,0,0,0,0
301390044,2023,43,2,38,0
103190637,2023,640,24,0,0
107330211,2023,847,4,0,1
101290085,2023,677,9,3,0
300590391,2023,74,19,59,0
103190635,2023,510,48,3,0
200590189,2023,16,231,2,0
203111606,2023,204,333,1,0
203851860,2023,89,20,2,0
206112058,2023,59,326,0,0
108570526,2023,458,0,0,0
100410827,2023,661,5,6,0
102710624,2023,831,19,3,0
100590083,2023,294,16,0,0
111711816,2023,185,12,6,0
204810988,2023,25,47,0,0
209210082,2023,215,221,3,0
204112285,2023,32,102,10,0
200612265,2023,29,58,0,0
301710042,2023,78,20,66,0
200612256,2023,86,120,0,0
100710815,2023,467,108,1,0
100730458,2023,1003,14,3,0
108610679,2023,843,11,0,0
204112082,2023,20,54,0,0
208450803,2023,3,26,0,0
206410562,2023,12,33,0,0
101430573,2023,777,9,0,0
205090048,2023,97,320,2,0
210200388,2023,9,49,0,0
210200381,2023,31,10,0,0
101510586,2023,743,21,1,0
208151288,2023,11,13,0,0
102190048,2023,421,1,3,0
300190566,2023,144,36,176,0
107310525,2023,766,2,0,0
204790537,2023,10,31,0,0
102790178,2023,551,11,0,0
103690088,2023,694,0,0,1
300190458,2022,73,20,160,0
206410562,2022,17,38,0,0
105761066,2022,586,34,1,0
300190460,2022,8,15,37,0
206111845,2022,24,71,0,0
202412437,2022,28,236,0,0
300190459,2022,68,9,33,0
100190154,2022,711,35,6,0
200310669,2022,17,7,0,0
300112551,2022,88,8,30,0
204810997,2022,33,189,0,0
204810979,2022,7,209,0,0
203590149,2022,16,40,0,0
204190770,2022,6,255,0,0
110290209,2022,431,7,0,0
110790025,2022,773,20,0,0
208450748,2022,12,74,0,0
208450749,2022,56,527,3,0
104790060,2022,531,1,0,0
300590392,2022,126,56,125,4
205090048,2022,115,629,9,0
208750238,2022,12,29,0,0
208450804,2022,27,316,0,0
101430573,2022,852,23,0,0
301390043,2022,0,0,0,0
300590391,2022,212,17,91,0
205090047,2022,18,97,0,0
208151260,2022,6,23,0,0
208151281,2022,41,158,0,0
104590125,2022,727,8,3,0
301390044,2022,42,18,38,0
107330211,2022,1001,12,4,0
202412401,2022,98,309,0,0
109370157,2022,457,0,5,0
204790538,2022,49,184,7,0
204790577,2022,45,256,2,0
201650183,2022,82,80,0,0
201650182,2022,39,24,0,0
200790558,2022,63,1229,5,0
204510567,2022,19,109,1,0
103190637,2022,669,77,0,0
103190635,2022,472,91,0,0
105290039,2022,1115,4,1,0
101290085,2022,753,1,1,1
203111599,2022,55,120,0,0
102790178,2022,489,18,1,0
208750175,2022,51,143,0,0
208510061,2022,146,219,9,1
202390215,2022,102,196,0,0
208750173,2022,5,30,0,0
208750369,2022,30,180,3,0
202790574,2022,157,527,3,0
106190067,2022,713,6,2,0
201650220,2022,59,73,0,0
200590189,2022,11,245,3,0
300211552,2022,37,14,51,0
202712346,2022,24,90,0,0
105410275,2022,337,181,0,0
203111606,2022,254,375,1,0
202790739,2022,121,287,0,0
202790697,2022,165,412,1,0
206112058,2022,109,323,1,0
300211385,2022,0,14,12,0
201790278,2022,129,474,0,0
200851523,2022,15,44,0,0
203851860,2022,89,40,0,0
209810038,2022,43,244,0,0
104210447,2022,564,27,0,0
207590118,2022,21,62,0,0
300312391,2022,273,13,88,0
200590191,2022,49,171,2,0
202512269,2022,17,52,0,0
108570526,2022,723,0,2,0
405290070,2022,82,0,8,10
202512648,2022,65,226,0,0
300790067,2022,42,83,89,0
103690088,2022,738,8,0,0
100410827,2022,704,11,7,0
101510586,2022,650,13,0,0
202412394,2022,35,85,0,0
202390214,2022,24,32,0,0
111711437,2022,531,54,0,0
201990513,2022,38,94,0,0
202990168,2022,18,70,0,0
100590083,2022,393,4,1,1
102710624,2022,859,22,4,0
110510169,2022,880,21,0,0
201990514,2022,118,412,8,0
201290481,2022,142,683,0,0
208151288,2022,0,22,0,0
111711816,2022,160,7,0,0
300790066,2022,41,8,38,0
204810988,2022,13,34,0,0
204510576,2022,214,398,6,1
100711091,2022,953,57,1,0
205590081,2022,30,15,0,0
209210082,2022,309,168,0,0
201211171,2022,27,93,1,0
204590549,2022,0,4,0,0
100430567,2022,748,8,0,0
200612265,2022,32,58,0,0
300850199,2022,32,1,24,0
101011014,2022,485,87,0,0
102190048,2022,591,4,0,0
200612283,2022,53,168,0,0
204112285,2022,15,275,3,0
200851525,2022,23,404,0,0
209210081,2022,38,43,0,0
103890042,2022,472,19,0,0
200612256,2022,14,138,4,0
200590190,2022,13,34,0,0
202990169,2022,78,188,0,0
205590082,2022,169,109,6,0
107410666,2022,690,8,2,0
100710815,2022,498,112,0,0
107790272,2022,515,12,3,0
101411143,2022,858,10,0,0
111210039,2022,592,13,0,0
202790572,2022,14,68,0,0
204112082,2022,10,54,0,0
107310525,2022,898,19,1,0
100730458,2022,996,47,5,0
300112569,2022,36,16,44,0
204790537,2022,16,30,0,0
101370277,2022,698,1,0,0
106910761,2022,713,58,0,0
201790271,2022,22,43,0,0
106390057,2022,582,1,0,0
105090221,2022,559,7,7,0
206990066,2022,51,20,0,0
101790170,2022,501,8,2,0
109590021,2022,809,6,3,0
108911611,2022,833,14,0,0
108930802,2022,852,29,0,0
108610679,2022,772,24,0,0
103390164,2022,552,15,0,0
104390094,2022,804,10,2,0
106490145,2022,690,6,0,0
109190035,2022,664,11,4,0
109090084,2022,649,2,0,0
108790053,2022,549,15,0,0
206910115,2022,77,49,0,0
300211561,2022,28,8,47,0
108390152,2022,686,4,0,0
209810037,2022,8,53,0,0
301390045,2022,98,18,84,0
105990140,2022,963,5,1,0
108010137,2022,735,13,1,0
107190035,2022,206,2,0,0
209810036,2022,42,55,0,0
300312416,2022,151,9,163,0
203851861,2022,404,284,5,2
208450803,2022,3,39,0,0
107690293,2022,769,25,0,0
107190030,2022,751,8,0,0
204790576,2022,6,45,0,0
208510043,2022,41,44,1,0
112270820,2022,518,1,3,0
206990067,2022,89,45,2,0
300411868,2022,170,20,166,0
207590119,2022,89,296,2,0
103290192,2022,435,24,0,0
206011219,2022,10,93,0,0
108990533,2022,530,7,0,0
108090080,2022,555,22,1,0
206910133,2022,179,115,5,0
300411841,2022,100,20,77,0
101590217,2022,547,19,0,0
107030189,2022,658,19,1,0
206011228,2022,43,71,0,0
111890179,2022,714,36,0,0
202590277,2022,1,116,3,0
300850200,2022,53,47,34,0
107010361,2022,735,7,0,0
202790573,2022,16,103,0,0
106770729,2022,566,19,0,0
206410657,2022,202,142,0,0
200790375,2022,32,86,0,0
300112578,2022,265,26,187,0
206090380,2022,195,111,1,0
102690125,2022,912,13,1,0
203590150,2022,83,188,0,0
200390161,2022,153,88,0,0
206111836,2022,0,48,0,0
202712373,2022,0,24,0,0
200590189,2021,12,146,4,0
200612283,2021,68,156,0,0
100711091,2021,939,31,6,0
110510169,2021,723,25,3,0
209210081,2021,44,39,0,0
100430567,2021,976,16,6,0
111711437,2021,596,56,0,0
206410657,2021,76,141,5,0
208510043,2021,48,40,4,0
101370277,2021,713,27,3,1
101590156,2021,693,13,4,0
100190154,2021,706,15,3,0
107330211,2021,991,14,8,0
102710624,2021,879,36,7,0
108610679,2021,913,12,0,0
101430573,2021,760,22,2,0
101011014,2021,524,55,1,0
104210447,2021,522,38,0,0
201650182,2021,50,17,0,0
107790272,2021,532,11,8,0
107410666,2021,670,29,3,0
205590082,2021,68,51,7,0
202990169,2021,71,109,1,0
200590170,2021,22,187,0,0
200590190,2021,1,46,0,0
200590169,2021,1,131,0,0
200851525,2021,64,117,2,0
201290295,2021,1,60,0,0
201211171,2021,35,61,0,0
201990514,2021,92,313,0,0
201990513,2021,26,83,0,0
202390214,2021,12,35,0,0
202412394,2021,20,169,0,0
200790377,2021,50,357,0,0
202512648,2021,25,196,3,0
202512269,2021,19,58,0,0
207590117,2021,0,0,0,0
207590118,2021,44,62,6,0
209810038,2021,24,86,0,0
201790174,2021,145,221,0,1
202712346,2021,52,114,0,0
202712364,2021,33,174,0,0
202790574,2021,94,332,10,0
208750236,2021,2,18,0,0
203111599,2021,34,69,0,0
204510567,2021,14,95,0,0
204790577,2021,4,49,0,0
204790538,2021,3,45,1,0
205090047,2021,60,91,0,0
208450804,2021,1,78,0,0
208450749,2021,29,297,4,0
208450748,2021,17,64,0,0
204810979,2021,14,248,7,0
204810997,2021,15,142,1,0
206111845,2021,19,59,0,0
206111836,2021,8,112,0,0
203590150,2021,128,143,5,0
206090380,2021,146,175,2,0
106770729,2021,578,51,0,0
107010361,2021,733,18,1,0
107030189,2021,891,40,0,0
103290192,2021,446,0,2,1
112270820,2021,505,31,15,0
107190030,2021,637,26,4,0
203851861,2021,157,128,10,0
108010137,2021,955,7,0,0
108390152,2021,988,8,0,0
108790053,2021,565,8,1,0
109190035,2021,796,38,0,0
104390094,2021,899,14,6,0
109590021,2021,691,21,10,0
106390057,2021,689,14,7,0
103390164,2021,519,10,0,0
300211561,2021,5,5,27,0
300312416,2021,46,26,48,0
300411868,2021,15,10,33,0
300411841,2021,47,8,40,0
300850200,2021,9,0,4,0
300112578,2021,73,15,95,0
300190458,2021,67,13,95,1
300190460,2021,3,4,15,0
300190459,2021,16,10,10,0
300112551,2021,32,17,25,0
300590392,2021,2,0,21,0
301390043,2021,0,0,0,0
301390044,2021,21,1,6,0
201650183,2021,152,102,6,0
101290085,2021,775,19,0,0
208510061,2021,80,139,2,0
203111606,2021,134,394,0,0
203851860,2021,136,66,0,0
108570526,2021,789,9,9,0
100410827,2021,797,20,4,0
100590083,2021,356,8,0,0
111711816,2021,161,1,0,0
209210082,2021,162,255,4,0
200612265,2021,39,27,0,0
200612256,2021,23,68,0,0
100710815,2021,502,93,1,0
100730458,2021,1192,31,8,0
206990066,2021,60,42,2,0
206910115,2021,49,28,6,0
206990067,2021,35,20,0,0
206910133,2021,29,23,2,0
206410562,2021,42,43,0,0
208590025,2021,7,1,0,0
101510586,2021,725,7,0,0
102190048,2021,769,9,3,0
107310525,2021,912,10,5,0
102790178,2021,611,36,0,0
103690088,2021,696,14,4,0
101411143,2021,668,9,0,0
103890042,2021,567,76,1,0
104590125,2021,839,10,6,0
104790060,2021,473,15,13,0
110790025,2021,659,1,5,0
205590081,2021,34,22,0,0
202990168,2021,6,64,0,0
200590171,2021,22,67,0,0
200590191,2021,9,209,0,0
200851523,2021,78,109,0,0
201290236,2021,63,284,1,0
202390215,2021,55,81,0,0
202390222,2021,0,13,0,0
202412401,2021,103,145,0,1
202412437,2021,6,145,0,0
200790375,2021,33,93,0,0
202590277,2021,0,80,0,0
207590119,2021,34,39,0,0
209810037,2021,6,64,0,0
201790173,2021,58,65,0,0
202790553,2021,28,93,0,0
202790572,2021,55,106,0,0
202790573,2021,29,97,0,0
202712373,2021,0,11,0,0
208750238,2021,39,141,0,0
208750173,2021,29,136,0,0
208750237,2021,0,0,0,0
105410275,2021,423,196,0,0
204590549,2021,2,3,0,0
204510576,2021,87,291,1,0
204790576,2021,7,57,0,0
204790537,2021,31,78,0,0
208110214,2021,1,67,0,0
208110198,2021,0,0,0,0
208110205,2021,37,83,0,0
205090048,2021,143,316,0,0
208450803,2021,7,55,0,0
204112082,2021,21,34,0,0
204112294,2021,47,176,0,0
204112285,2021,1,8,0,0
204810988,2021,11,33,0,0
206112058,2021,33,306,2,0
103190635,2021,515,56,0,0
103190637,2021,699,41,3,0
203590149,2021,6,40,0,0
105761066,2021,692,25,1,0
206011228,2021,12,42,0,0
206011219,2021,5,43,2,0
105990140,2021,829,5,5,0
106490145,2021,848,2,0,0
106910761,2021,722,55,1,0
108911611,2021,813,30,0,0
108930802,2021,901,27,1,0
107190035,2021,303,7,0,0
107690293,2021,961,24,0,0
108090080,2021,597,13,0,0
111890179,2021,774,28,1,0
102690125,2021,820,14,0,0
200390161,2021,34,34,0,0
200310669,2021,39,19,4,0
110290209,2021,445,9,0,0
109370157,2021,466,3,0,0
105290039,2021,1088,9,6,0
106190067,2021,825,16,3,0
300211552,2021,51,13,44,1
300211385,2021,0,0,0,0
300312391,2021,127,37,100,0
405290070,2021,50,0,0,15
300790067,2021,1,7,4,0
300790066,2021,35,28,35,0
300850199,2021,13,16,27,0
300112569,2021,22,2,18,0
300590391,2021,145,36,102,0
301390045,2021,10,0,5,0
301390043,2020,0,0,4,0
107310525,2020,959,18,0,0
100430567,2020,732,9,3,0
204112082,2020,27,65,0,0
100710815,2020,533,84,0,0
300112569,2020,68,35,61,0
204112294,2020,71,152,3,0
200612256,2020,53,103,1,0
200612265,2020,16,44,0,0
209210082,2020,320,347,13,0
204112285,2020,2,75,0,0
111711816,2020,232,3,0,0
101011014,2020,548,64,1,0
204810988,2020,2,40,0,0
100590083,2020,444,4,0,0
100410827,2020,795,1,3,0
203851860,2020,81,33,2,0
206112058,2020,89,247,2,0
203111606,2020,103,385,6,0
208510061,2020,168,183,4,0
101430573,2020,747,5,5,0
103111043,2020,705,29,3,0
301390044,2020,52,11,23,0
203590149,2020,12,27,0,0
300590392,2020,24,11,33,0
108610679,2020,700,3,3,0
300112551,2020,80,21,19,0
300190459,2020,39,14,9,0
300190460,2020,8,0,7,0
300190458,2020,63,18,77,0
105761066,2020,548,38,0,0
300112578,2020,78,4,53,0
300850200,2020,8,9,39,0
102710624,2020,832,29,0,0
206011228,2020,14,33,0,0
300411841,2020,109,24,48,0
300411868,2020,52,31,75,0
206011219,2020,12,83,0,0
405210405,2020,39,0,3,5
300312416,2020,94,30,118,0
107330211,2020,853,17,5,0
105990140,2020,892,6,3,0
300211561,2020,14,14,47,0
103390164,2020,675,14,0,0
106490145,2020,757,21,0,0
108570490,2020,801,14,2,0
106390057,2020,613,6,1,0
100711091,2020,1161,15,8,0
106910761,2020,657,81,1,0
109590021,2020,848,1,0,0
200390148,2020,23,28,0,0
300590391,2020,56,27,61,0
108911611,2020,784,8,0,0
104390094,2020,898,0,0,0
100190154,2020,684,40,0,0
108930802,2020,863,20,0,0
109190035,2020,742,19,1,0
108790053,2020,486,10,4,0
108010137,2020,839,10,1,0
107190035,2020,332,0,0,0
203851861,2020,392,269,18,0
107190030,2020,775,10,2,0
103290192,2020,405,12,2,0
110510169,2020,895,11,2,0
108090080,2020,482,26,2,0
107030189,2020,744,20,0,0
107010361,2020,756,11,0,0
301390045,2020,13,7,20,0
111890179,2020,755,17,0,0
106770729,2020,488,18,1,0
206011264,2020,104,168,0,0
102690125,2020,627,7,0,0
203590150,2020,147,151,16,0
103190415,2020,676,24,0,0
208510043,2020,72,14,0,0
206111836,2020,0,66,0,0
206111845,2020,6,54,0,0
200310669,2020,161,54,3,0
204810997,2020,39,184,0,0
204810979,2020,10,174,3,0
208450748,2020,13,98,0,0
206410630,2020,78,180,0,0
208450749,2020,61,350,0,0
205090047,2020,43,76,0,0
204790538,2020,44,330,0,0
109370157,2020,595,3,0,0
204510567,2020,51,67,0,0
203111599,2020,57,95,0,0
105290039,2020,720,7,0,0
208750175,2020,46,427,0,0
202790472,2020,174,355,1,0
106190067,2020,743,12,0,0
202712364,2020,87,508,3,0
202790471,2020,30,85,0,0
202790473,2020,34,65,0,0
300211552,2020,70,1,41,0
202712346,2020,70,70,0,0
201790175,2020,0,0,0,0
300211385,2020,0,0,5,0
300390321,2020,0,0,0,0
201790174,2020,134,347,0,0
209810038,2020,33,265,0,0
202512269,2020,19,51,0,0
300312391,2020,214,20,110,0
202512648,2020,51,302,1,0
200790488,2020,21,163,0,0
200790377,2020,90,233,0,0
202412394,2020,48,90,5,0
111711437,2020,656,33,0,0
202390214,2020,36,53,0,0
201990513,2020,34,73,0,0
201990514,2020,86,452,1,0
202790474,2020,131,341,5,0
209210081,2020,73,58,0,0
201790173,2020,52,94,0,0
209810037,2020,39,92,0,0
209810036,2020,3,20,0,0
201211171,2020,30,105,0,0
200790375,2020,29,80,0,0
201290295,2020,21,117,0,0
202712373,2020,1,29,0,0
202412437,2020,44,264,0,0
202412401,2020,127,178,3,0
202390215,2020,33,154,1,0
201290236,2020,98,306,2,0
200612283,2020,73,201,1,0
208750173,2020,32,49,0,0
300850199,2020,24,15,34,1
200851523,2020,45,96,0,0
200590171,2020,13,67,0,0
202990168,2020,8,57,0,0
200851525,2020,95,500,0,0
105410275,2020,493,76,0,0
200590169,2020,19,377,0,0
204590549,2020,0,4,0,0
110790025,2020,696,18,5,0
104790060,2020,557,1,2,0
104590125,2020,835,27,0,0
200590170,2020,17,157,1,0
204510576,2020,94,318,0,0
103890042,2020,517,15,0,0
101411143,2020,727,25,0,0
103690088,2020,803,5,0,0
202990169,2020,21,245,0,0
102790178,2020,550,19,0,0
204790537,2020,28,98,0,0
107410666,2020,626,10,0,0
208110214,2020,40,289,0,0
101510586,2020,688,6,0,0
107790272,2020,620,1,0,0
208110198,2020,0,8,0,0
208110205,2020,74,71,0,0
208590025,2020,10,29,0,0
206410562,2020,43,32,0,0
104210447,2020,598,22,1,0
205090048,2020,99,288,0,0
206910133,2020,214,166,17,0
206910115,2020,33,12,0,0
100730458,2020,1006,48,2,0
107410666,2019,719,24,0,0
204510576,2019,83,504,5,1
103290192,2019,489,7,0,0
208510043,2019,32,19,0,0
208110214,2019,29,87,0,0
101510586,2019,668,13,1,0
201790175,2019,0,0,0,0
107030189,2019,957,13,0,0
200612274,2019,61,104,0,0
208110198,2019,0,4,0,0
104210447,2019,658,18,0,0
201211189,2019,177,456,2,0
208110205,2019,28,70,0,0
208590025,2019,1,4,0,0
108090080,2019,838,24,3,0
206410562,2019,28,48,1,0
201790174,2019,117,320,1,0
107010361,2019,828,21,0,0
103890042,2019,431,32,0,0
205090048,2019,133,347,0,0
208450750,2019,1,107,0,0
206910133,2019,235,140,15,0
106770729,2019,672,27,5,0
206910142,2019,7,19,0,0
206910115,2019,25,8,0,0
101011014,2019,472,87,1,0
300211385,2019,0,0,32,0
100730458,2019,1282,49,2,0
200851524,2019,49,99,0,0
100710815,2019,505,117,0,0
111890179,2019,620,44,8,0
202512436,2019,10,128,4,1
204112082,2019,9,29,1,0
206011255,2019,64,53,0,0
200612256,2019,41,158,14,0
206011264,2019,89,159,7,0
102790178,2019,420,41,0,0
204112294,2019,70,69,0,0
203590151,2019,41,129,2,0
200612265,2019,20,18,0,0
203590150,2019,68,75,0,0
301390045,2019,72,12,29,0
300112569,2019,87,35,82,0
202512269,2019,5,29,0,0
204112285,2019,0,8,0,0
111711816,2019,233,3,0,0
102690125,2019,854,8,4,0
200790375,2019,32,81,0,0
103190415,2019,525,57,0,0
204810988,2019,13,27,0,0
204811005,2019,10,193,4,0
200612283,2019,55,104,0,0
100410827,2019,844,3,0,0
206111854,2019,3,160,0,0
206111836,2019,17,126,1,0
203851860,2019,50,16,0,0
101411143,2019,964,9,1,0
203111606,2019,153,495,0,0
101430573,2019,1019,7,0,0
300312391,2019,152,30,52,0
206112058,2019,69,211,2,0
206111845,2019,4,33,0,0
208510061,2019,144,139,5,0
202512251,2019,20,193,5,0
103111043,2019,744,80,2,0
204810997,2019,23,136,0,0
206410630,2019,38,66,0,0
301390044,2019,86,9,18,0
202512648,2019,4,52,2,0
108610679,2019,883,17,0,0
301390043,2019,0,0,1,0
200310669,2019,73,12,2,0
107310525,2019,922,13,3,0
200790376,2019,185,534,0,0
300112551,2019,78,23,16,0
204810979,2019,0,64,0,0
203590149,2019,16,21,0,0
203590148,2019,19,44,0,0
208750173,2019,17,66,0,0
204112125,2019,17,170,0,0
208450748,2019,14,25,0,0
100711091,2019,1277,27,0,1
102710624,2019,717,42,4,0
300411832,2019,0,0,0,0
105761066,2019,494,82,0,0
300112578,2019,34,6,27,0
208450749,2019,60,114,6,0
300411859,2019,85,43,65,2
300411841,2019,57,7,23,0
205090047,2019,16,39,0,0
200790377,2019,15,224,1,0
206011228,2019,14,46,1,0
208151116,2019,147,141,6,0
300411868,2019,22,0,2,0
105410275,2019,409,236,0,0
405210405,2019,31,5,3,3
107330211,2019,1053,18,0,0
206410589,2019,229,272,24,0
206011219,2019,5,50,0,0
202412394,2019,16,78,0,0
300312416,2019,11,25,22,0
109370157,2019,625,5,2,0
300312407,2019,158,35,111,0
204510567,2019,26,68,0,0
202412437,2019,7,83,0,0
300211561,2019,0,10,34,0
203111599,2019,4,47,0,0
300211701,2019,60,12,45,0
200851523,2019,13,76,0,0
100190154,2019,785,59,0,0
110510169,2019,806,21,2,0
106490145,2019,895,6,0,0
108570490,2019,814,7,1,0
202412401,2019,152,432,1,0
106390057,2019,449,6,0,0
105290039,2019,749,0,0,0
208750175,2019,121,584,0,0
110790025,2019,627,6,1,0
106910761,2019,780,58,1,0
109590021,2019,890,5,1,0
200851525,2019,123,490,6,0
200310678,2019,391,181,2,0
202712364,2019,2,10,0,0
111711437,2019,602,30,0,0
201211171,2019,34,66,0,0
108911611,2019,849,26,0,0
104390094,2019,721,3,1,0
106190067,2019,807,24,0,0
208750174,2019,24,31,0,0
202712355,2019,173,618,0,1
108930802,2019,982,10,0,0
109190035,2019,717,13,1,0
201790224,2019,42,41,0,0
108790053,2019,358,15,0,0
202712346,2019,15,50,0,0
108010137,2019,867,14,0,0
100430567,2019,1007,6,0,0
203851861,2019,391,265,8,0
208510052,2019,179,60,2,0
201790173,2019,17,47,0,0
107190035,2019,506,2,1,0
300211552,2019,73,15,20,0
107190030,2019,739,16,1,0
101111385,2024,685,66,0,0
109190049,2024,454,4,6,0
101111385,2023,597,45,0,0
109190049,2023,455,5,0,0
109190049,2022,540,27,5,0
101111385,2022,643,70,0,0
206112279,2021,1,22,0,0
109190049,2021,0,0,0,0
101111385,2021,611,22,1,0
206112288,2021,1,2,0,0
206112279,2020,13,35,0,0
101111385,2020,658,26,2,0
109190049,2020,181,20,0,0
206112288,2020,11,23,0,0
206112279,2019,2,24,2,0
206112288,2019,15,23,0,0
101111385,2019,931,70,0,0
108350496,2019,270,0,0,0
111851374,2019,328,0,0,0
102651701,2019,198,1,0,0
106251111,2019,227,0,0,0
110251009,2019,149,0,0,0
100750983,2019,650,7,0,0
102090074,2019,34,0,0,0
109790302,2019,0,0,0,0
104970172,2019,42,0,0,0
108952371,2019,49,0,0,0
107651149,2019,349,1,0,0
108750562,2019,141,7,0,0
112771066,2019,48,0,0,0
104350869,2019,329,0,0,0
109850434,2019,298,0,0,0
100850461,2019,148,0,0,0
102951213,2019,231,0,0,0
110650104,2019,406,17,0,0
109751469,2019,408,9,2,0
103990156,2019,166,0,0,0
104250791,2019,266,1,0,0
112350791,2019,429,2,0,0
106050866,2019,328,0,1,0
100110636,2024,1129,28,0,0
204111118,2024,13,23,0,0
204111375,2024,21,20,2,0
105611023,2024,1390,95,0,0
405210105,2024,94,7,10,33
